"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"RABGAP1L",0.0686472702500058,5.21969496672,0.734412593373174,0.469433098822465,0.817485023002909,-6.04925306907697
"DGKZ",-0.06863567643589,6.82818077108,-0.800095903768853,0.431085712030031,0.801597095853631,-5.99973039478775
"MSRA",0.0686194324615421,6.53662320712,0.544901090884485,0.590581149195777,0.869657961302042,-6.16919475165289
"OR51B2",-0.0686016860512795,2.94933797108,-0.997591062709826,0.327900488586007,0.73428192743593,-5.82685425623834
"ATP1B4",0.0685974234871818,2.27540640212,1.01839513435652,0.318106657057935,0.729689858948325,-5.80659118571809
"FAM13A",0.068553618692313,5.66266534428,0.32568222466044,0.747336474163144,0.927469783919187,-6.26443657175565
"VSTM2L",-0.0685415762051251,3.53101038496,-0.575855446435218,0.569787633367852,0.859333727115406,-6.1519603039758
"PIK3R4",-0.068524176230766,6.49368635964,-1.15040706288775,0.260707407735293,0.674334563995173,-5.66914788221845
"KIAA1614",-0.0684800951282023,4.8331984928,-0.768370823349853,0.449362408026054,0.810373434031374,-6.0241543886464
"CYB5D1",0.0684612954871824,5.06034676568,0.653945180150337,0.519032802897909,0.840078977291938,-6.10437710467922
"MIER1",0.0684312898333364,5.45886868612,1.03736796175188,0.309353671683463,0.720800884021845,-5.78777694908939
"DCUN1D1",0.0684200377435973,7.08694144004,1.37593352158531,0.180871246049954,0.59157467969902,-5.40011119442922
"HIST1H2AM",0.0684135742307728,4.8613959214,0.784987757869695,0.439731900461215,0.806593631220876,-6.01147880632871
"AS3MT",0.0683995970256426,4.71577366388,0.297712737636733,0.76834739159147,0.933774327455203,-6.27317462674788
"AQPEP",-0.0683947952564083,2.8140610712,-0.258283506825099,0.798272466299971,0.94205149023922,-6.28416984133124
"MYO1F",0.0683875100769278,4.66624391176,0.663021602912136,0.513297792710721,0.837751433939289,-6.098467280019
"NDUFA5",0.0683804867179552,7.69779128824,0.688294710725935,0.497514760735561,0.830709109535524,-6.08159785483083
"ZNF642",0.0683587225897471,4.07171186992,0.489596421845031,0.628627323017614,0.882912801886567,-6.19766942019211
"DIO1",-0.068356113198714,2.91187159728,-0.700645200599064,0.489902586986314,0.826862286025768,-6.07313324515408
"KNG1",-0.068320584410253,3.38072294756,-0.612933616830087,0.545377533018635,0.848677738565329,-6.13009777800305
"NADSYN1",-0.0683194445384583,7.78080733316,-0.581988741598747,0.5657119266656,0.857827105216785,-6.14843543040377
"ANKRD52",-0.068316346153841,7.1193105,-1.07614273898961,0.291993648214736,0.704287122453555,-5.74833943375056
"IMPAD1",-0.0683137145897348,8.66160345392,-0.771062350977799,0.447793949439438,0.81002688988082,-6.02211879028704
"PPP2R3A",0.0682897853653879,6.20128304036,0.950419519898112,0.350868437450124,0.749535667803454,-5.87136662067718
"YOD1",0.0682837779230789,4.98828210148,0.374542474944765,0.711114078823895,0.914106212718189,-6.24730860665459
"GATAD2B",-0.0682786348333306,3.12135119728,-1.03682413332579,0.309602193023082,0.720879921567493,-5.78832066339629
"SLC6A20",0.0682748394871817,2.4472409268,0.613665556768278,0.544901253338116,0.848562105656797,-6.12965287701279
"KIF2A",0.0682278397179541,7.29925153068,0.916285392205944,0.368147653225228,0.759580825427143,-5.90232669769156
"EVI2B",0.0682132281282106,6.03417445604,0.238272614645478,0.813584176172667,0.947719244947347,-6.28915672257468
"MAP4K1",-0.0681968930064061,5.58541113728,-0.650296181735201,0.521348302253251,0.840407460518884,-6.10673086348138
"RRM2B",-0.0681569801281992,5.683997814,-0.615139917519967,0.543942539180464,0.847873301842797,-6.12875514117767
"SIGIRR",-0.068140539179482,7.58956946504,-0.860225851186447,0.397723135017309,0.778584825857145,-5.95087272996196
"CPA2",-0.0681365469999968,3.57887067744,-0.732829340036056,0.470381529181964,0.818099366597553,-6.05039679793327
"LIME1",-0.0681305583076863,8.28847693432,-0.968068080893829,0.342151522564203,0.744730158923439,-5.85494665746779
"SCAP",-0.0680968313076882,7.86713572828,-0.524204344172496,0.604687745872192,0.873457558235913,-6.18019957763512
"TYMP",0.068095590897439,11.6968944244,0.574692650839122,0.570562007617216,0.859621482620008,-6.15262447715239
"CLCA1",-0.0680712476666638,3.45751706112,-0.656786650561203,0.51723363229779,0.839451836379205,-6.10253542729961
"SLC35E2B",-0.0680712298205055,9.68534297384,-0.717262891457657,0.47976595789342,0.822850597411742,-6.06151595050687
"INSM1",-0.0680665940256397,2.34197152256,-0.618190294603992,0.541961835734692,0.847109165078437,-6.12689114067784
"CNTN4",0.068065646205131,4.15631616864,0.312621426872555,0.757124231563285,0.930442756442251,-6.26861375880269
"UNC13D",0.0680388195384634,4.69103791684,1.13160121190881,0.268388110839499,0.682846266163099,-5.68965211267919
"RNASEH2C",-0.0680272911538395,5.6216001214,-0.89930425072695,0.37694962795045,0.764708261202123,-5.9173349818562
"CXorf56",0.0680254962820541,5.5748598536,0.532556323763925,0.598975871224827,0.871854457160094,-6.17580878577605
"DDX31",0.0680240977371858,6.25834610876,0.924434641488795,0.363972120590586,0.757736830933656,-5.89503112478099
"ZNF473",-0.0680194042051259,4.04544470752,-0.786070817567734,0.439108588950296,0.805850424604884,-6.01064367938038
"RBM20",0.067994361339748,4.21404426052,0.963747036172004,0.34427207394928,0.74631262941972,-5.85899279345326
"SUCLG2",-0.0679834879294807,5.70802508564,-0.90105200657985,0.376037395066574,0.764690262252532,-5.91580240309571
"TMEM86B",-0.0679253654871728,6.63969178072,-0.920521318126173,0.365973307588814,0.758377165368098,-5.89854203086682
"CD3EAP",0.0679094184871856,7.29585664472,0.55172119213172,0.585968063025333,0.866983880254735,-6.16547726201264
"MAGT1",0.0678556339102627,6.9515205812,0.834361020381986,0.411867409371078,0.789825621393685,-5.97229871756169
"TOP1MT",0.0678513841538511,6.01257606324,0.541664849829197,0.592776310935061,0.870548156100914,-6.17094296677265
"TFDP2",-0.067846707769224,7.56788245604,-0.521554443305951,0.606505398401959,0.874203108874927,-6.18157849841121
"APOL5",-0.0678414371282026,4.91653369364,-0.734756968215093,0.469226953388333,0.817485023002909,-6.04900398280856
"FAN1",-0.067840213499994,5.95877923252,-0.516989041468231,0.609643013591507,0.875565634351415,-6.18393814818404
"KCNK4",-0.0678299220961507,3.90840079724,-0.639386678573394,0.528304485893284,0.842497813496309,-6.11369202861025
"RAB11FIP3",-0.0678106867692261,6.64405463612,-0.938462780528586,0.356858167013585,0.752789883506031,-5.88233149026338
"PLCG2",0.067804671205133,5.13702335064,0.397148886017415,0.694580016451096,0.910096053087924,-6.23858424111565
"FIG4",0.0678040034166738,6.25449677564,0.709072200978718,0.484746987196882,0.825748395253736,-6.06727466232324
"C9orf78",-0.0677781658461463,8.76172650424,-1.34757538818125,0.189710102564385,0.600755182530049,-5.4362380925632
"CCL15",0.0677677574359032,6.4659996928,0.906376400296656,0.373267265495724,0.762624214251493,-5.91111636904646
"DAK",0.0677548393461578,4.93356743904,0.804016465887132,0.428859213187543,0.800216749449843,-5.99664693634094
"ABCA6",-0.0677238615448692,4.15152457992,-0.242244524568973,0.810538767649435,0.946390519334793,-6.28819870546961
"BRD3",0.0677230068782091,7.15852109984,0.735189876879581,0.468967886231797,0.817485023002909,-6.04869070151116
"CHRNB2",-0.0677205330705108,3.56661907628,-0.644090510740152,0.525299064116749,0.841720263549469,-6.11070455652118
"ZNF594",-0.0677146067179448,3.79896758416,-0.940755768986427,0.35570423110591,0.752580766408829,-5.88023872216721
"FBXL18",0.0677117176282112,5.652351132,0.836560787715248,0.410652279924383,0.789027617458533,-5.97050048631662
"MAPT",0.0677070619166678,4.08323039172,0.375081345463747,0.710718234925103,0.913798256111393,-6.24710652071322
"ARFGAP1",-0.0676909610256358,7.2520529714,-0.640809149073832,0.527394647619253,0.842151565189493,-6.11279083058642
"TRPC4AP",-0.0676794956153781,8.10877455272,-1.00262156274203,0.325513486745181,0.73313714275774,-5.82198987305574
"PHF12",-0.0676741160128183,5.36315173316,-1.19612692022203,0.242709574024061,0.657714904704483,-5.61803820476153
"CRMP1",-0.0676657795640994,6.38549271504,-0.713642034069352,0.481964264156489,0.823986186995203,-6.0640695284423
"STRA8",0.0676567134615409,2.875653859,0.981398715426837,0.335665425848116,0.739694713446979,-5.84235856132538
"RFC1",-0.0676560056282014,7.04599833376,-1.25183968813385,0.222050298426265,0.637133448513576,-5.55336991230315
"PAX7",-0.0676176166923037,3.92828491668,-1.12278076657722,0.272046811762366,0.683747896759604,-5.69916429213284
"AKAP4",-0.0675882319999985,2.30044156864,-1.26807296957176,0.216288925286871,0.630546050439964,-5.53403941691187
"PVALB",-0.0675507847435872,3.6936028464,-0.691546529898333,0.495504060643306,0.829193486315305,-6.07938320696473
"ACPT",0.0675387342307747,6.8006407982,0.960223818586506,0.346007658882978,0.747071182833689,-5.86227944116121
"IRF3",-0.0675025210640969,6.70782381412,-1.08910724615603,0.286346880658273,0.699049703533338,-5.73485948475819
"SLC37A4",-0.0674991565705065,7.66243607,-0.75253250600348,0.458658689545406,0.814841540930642,-6.03599535228423
"IL22",0.0674933558205142,2.83618378464,0.945275694684649,0.353436912887884,0.75146639995475,-5.87609955933007
"RASSF10",0.0674878039615443,5.38107377744,0.210145848960093,0.835232843714096,0.954052553440227,-6.29548953029505
"SLC9A3",0.0674520032051316,4.07743605,0.428052206688946,0.672226024626725,0.900692516549336,-6.22584198148169
"NACA2",-0.0674469963846072,10.39134825312,-0.563954670146435,0.57773807391009,0.862259925075185,-6.15869608041006
"SERBP1",0.0674362828205233,8.5275910966,0.816601992621328,0.42175989985809,0.796262430075763,-5.98665206668876
"GLOD5",0.0674331774615395,2.98498012172,1.0706753900194,0.294398611025648,0.706618349499202,-5.75398013305396
"RFX6",-0.0674187166666651,2.157702341,-0.842458296459785,0.407405709396917,0.78623928010425,-5.96565742381217
"HCRP1",-0.0674120533589697,4.53354791208,-0.752061497728324,0.458936887139726,0.814841540930642,-6.03634388103561
"PHF11",0.0673940485384703,7.09364471176,0.498880197905502,0.622163140810598,0.879612010309816,-6.19309771141964
"PPIB",0.0673858664102589,11.1507536928,0.316957729830728,0.753869933399696,0.930169664342932,-6.26724569552462
"ZNF813",0.0673586675833384,4.67280699044,1.00521398034086,0.324288057722642,0.732374466003827,-5.8194742610572
"ACOXL",-0.0673430125640992,3.4568648982,-0.90154222751421,0.375781786190414,0.764690262252532,-5.91537203617695
"ANGPTL6",-0.0673427832820472,5.85308209364,-0.765482950440304,0.451048952654643,0.811804507011215,-6.02633093796198
"NR4A2",-0.0672807793589714,4.0631519466,-0.370111080913406,0.714372418688527,0.915370639083387,-6.24895956259402
"C18orf62",-0.0672402938974326,3.71640285816,-0.592339348917575,0.558867555651912,0.85415241545153,-6.14240446399814
"KCNAB2",0.0672294437435923,5.23071201992,0.5351631100953,0.597198426022148,0.871657523673649,-6.17442446130643
"TSC22D2",-0.0672196526987143,5.34673658332,-0.343341387790859,0.734171358890066,0.922992187367577,-6.25851930488107
"ST8SIA3",0.0672143483846206,5.15761144184,1.28980150065336,0.208756657860995,0.621892500693788,-5.50782393446527
"DYNC1I1",-0.0672072265384571,4.3548620678,-0.500010796984945,0.621378009877047,0.879568635741482,-6.19253520948254
"UNG",-0.0672033731282031,5.72908279936,-0.310976045627669,0.758360252674257,0.93077051538535,-6.26912796839616
"RAP2C",-0.0671697050769167,6.52903378464,-0.708157087637406,0.485305337210672,0.825748395253736,-6.06791411845591
"KRT3",-0.067142858769226,6.51808693856,-0.871504467292981,0.391653678500796,0.773518632345131,-5.94133689197646
"HHLA3",-0.0671221794871748,5.87287145,-0.738404013421967,0.467047063743403,0.817138818486415,-6.04635921883048
"TRIM3",-0.0671121702884561,5.5179254638,-1.01983361785033,0.317437052892128,0.729063296264654,-5.80517589513246
"CREB3L4",-0.067052701871793,6.65035410964,-0.661922074746656,0.513990671982477,0.838141708219494,-6.09918738798645
"ZNF485",-0.0670314221538426,4.49146297352,-0.81891851319782,0.42046118562464,0.795737310321165,-5.98479636268001
"MAN1A2",0.0670301130705191,7.09435402812,0.961685912878387,0.345286695267553,0.74693331810403,-5.860916875529
"WWP2",0.067022485384622,6.4124695276,0.728235383995782,0.473139827940671,0.819550725293552,-6.05370205655201
"POLR2J",0.0670090657307743,8.79321474232,0.802663992216909,0.429626485061987,0.800881868268068,-5.99771225077815
"CD226",0.067008415538464,2.62105698792,0.777503877737197,0.444053636482096,0.80826245790808,-6.01721954638794
"PHF21B",0.0669664025512837,5.06433056084,1.27482586429093,0.213926105839936,0.62846641471108,-5.52593378926589
"OR1L4",0.0669259144871814,2.8608282178,0.781599745485637,0.441685207548674,0.807209343081767,-6.01408416711851
"SELT",0.0669253341410316,7.95453948308,0.678527536280448,0.503581705351091,0.832691811373684,-6.08818936545827
"FBXL3",-0.0669149545128178,8.58062156568,-0.746718189463334,0.462099884277537,0.816099025010086,-6.04028313667378
"FNTB",-0.0669069001153817,6.37760651456,-0.638854699494692,0.528644967127304,0.842497813496309,-6.1140285632202
"ODF2L",-0.0668871789743566,2.5891407464,-0.628867511506194,0.535058956933372,0.844013886772497,-6.1202962272071
"EPHA6",0.066876762948719,2.3621246366,1.07372227528593,0.293056624245881,0.705177941130334,-5.75083986763266
"GPR20",-0.0668733615128181,4.36722300032,-0.68003660150841,0.502641642072115,0.832192098876615,-6.08717687670154
"GHRHR",-0.0668273628269205,4.39408542792,-1.072438227702,0.293621645719362,0.70539264589318,-5.75216425879332
"CABP4",0.0668144316153887,6.45187619756,0.571528466800635,0.572671911826705,0.860516807569853,-6.15442519899059
"SUZ12",0.0668070522628268,6.58377067624,1.04946715092398,0.303860648360058,0.714309386066908,-5.77561283341547
"EI24",-0.0667991335705036,9.19173720104,-0.700623551442759,0.489915872007516,0.826862286025768,-6.07314820934274
"ACCN5",0.0667963536410272,2.73070332744,0.671923056431443,0.507707480317902,0.835014429877222,-6.09259506231635
"PROX2",0.0667887267307723,4.1993593446,0.700546729700926,0.489963015385904,0.826862286025768,-6.07320130598105
"TPP2",0.0667881549743665,7.68827666208,0.80894581682266,0.4260699001828,0.799394986668516,-5.99274979499476
"GKN1",0.0667351881794898,3.19351772648,0.845979448318368,0.405475074929096,0.784665424597597,-5.96275052883174
"PEA15",0.066695655000002,10.6891838644,0.691632925665154,0.495450702265412,0.829193486315305,-6.07932423030126
"HTR1D",0.0666512727435915,3.97407548284,0.697434122649502,0.491875310819573,0.827706669165939,-6.07534793081077
"FFAR1",-0.0666424508974313,4.9727924928,-0.981376689152415,0.33567607321901,0.739694713446979,-5.84237949203147
"DDX18",-0.0666357834358946,5.29926521472,-0.825947548555646,0.416535750976299,0.793087075399662,-5.97913513516059
"IP6K1",-0.0666279657051199,11.603891508,-1.53001249694242,0.138391348454221,0.527663811717577,-5.1927375487187
"TRMT61A",0.0666064099359032,6.073625811,1.01129528156359,0.321425951759022,0.731544940782106,-5.81354966527113
"EPHA1",0.0665757808717986,4.78110310328,0.244941351961168,0.808472739843901,0.946052322936011,-6.28753925159377
"CYTH4",0.0665648992051349,4.87066158008,0.424869762901765,0.67451435200097,0.901773145708706,-6.22719764387246
"RNF216",0.066551988737185,6.17682807844,0.880977569178565,0.386602124646256,0.769285459259355,-5.93323738944717
"ZNF774",-0.0665241691153824,4.13193307844,-0.674220177460014,0.506270353733874,0.834564150969456,-6.09106741523094
"OSTM1",0.0665118318397484,6.16634067836,0.5211799713147,0.606762469523807,0.874403063404847,-6.18177281006832
"TP53TG5",-0.0665052520256375,3.84137652172,-1.00574803192561,0.324036008972516,0.732264888298955,-5.81895528870824
"ZNF507",0.0664945846153864,3.329587616,0.827926970048762,0.415434471633578,0.792030103545781,-5.97753263741122
"P2RX2",-0.0664932214102514,6.2635649518,-0.454210167582411,0.653540734845292,0.893971517378542,-6.21432186300881
"CEBPE",0.0664927615897484,3.31860936864,0.742635455074645,0.464525348670826,0.816275455377547,-6.04327496703102
"C9orf135",-0.0664823555128184,2.4369434982,-0.601820505633841,0.552635735080141,0.852609966306039,-6.13678945114615
"EYA3",-0.0664743982564042,5.54506372076,-0.890069626763101,0.381793582750093,0.767577107354365,-5.92538640219225
"SLC12A1",0.0664329250641029,2.2654902848,1.57064555004441,0.128657746390389,0.512170128882214,-5.13501034805484
"ARL4D",-0.0663945716922996,6.49332727828,-0.583315460519006,0.564832249513716,0.857440855991821,-6.14766817073726
"DEFB131",0.0663846174615403,2.20467516292,1.00204064235546,0.325788523591267,0.733532989960101,-5.82255276180345
"NSA2",0.0663642853076958,9.10356410964,0.681684425377061,0.50161626414669,0.832167539826291,-6.08606881560508
"KRTAP3-2",0.066352174307696,3.85110365636,0.561750857935055,0.579216408294696,0.863220772446128,-6.1599283884304
"TIMP2",-0.066328182006405,10.21747586156,-0.307229525785227,0.761177101765896,0.932199074489859,-6.27028877442746
"BMP10",-0.0663215588717918,5.33103172828,-0.699675374129004,0.49049792326769,0.826862286025768,-6.07380316644286
"GORAB",-0.0663214875384588,4.70127370752,-0.630962625183146,0.533709988584261,0.843129410018133,-6.11898931877095
"TCP11",-0.0662965946794847,3.6270812384,-0.786489169468015,0.438867967407777,0.805850424604884,-6.01032080296114
"SF3B2",-0.0662961401410183,7.39762591504,-0.758815548986854,0.45495725239817,0.813285188556012,-6.03132621074609
"EPC2",0.0662678313589771,6.24287773136,0.914481925082426,0.369075974355923,0.760116470112539,-5.90393309170386
"SKP1",0.0662602268461576,7.75616558004,0.829981692905908,0.414293227856723,0.791980728077464,-5.97586534054602
"QRICH1",-0.0662526625897364,8.57624261388,-1.18414654099535,0.247333817265455,0.661381954030997,-5.63160282560403
"SIPA1L1",0.0662328890000055,8.05036377172,0.700133227147061,0.490216814905568,0.826862286025768,-6.07348700912835
"CD79A",0.0662165137820629,10.432272882,1.19060349932943,0.244833466338003,0.659873052734263,-5.62430713181374
"MYH15",0.0662136026666675,2.47516134428,0.620347499912301,0.540563402050814,0.84648793145749,-6.12556753736338
"LRRC20",0.0661959677435968,5.72180951144,0.563866465226384,0.577797206277468,0.862261090402155,-6.15874549237726
"C19orf45",0.0661945262948751,3.54385245616,1.07989222714402,0.290352441418533,0.703682772677171,-5.74445595456336
"TRNAU1AP",0.0661906528589791,5.13081230968,0.502620494827273,0.619567481597485,0.879193275338311,-6.19123205470939
"TP53AIP1",-0.0661888196474312,5.2217658518,-0.732765838472587,0.470419592473398,0.818099366597553,-6.0504426216484
"NT5C1B",-0.066184587333332,2.27106643808,-1.20139925169972,0.240695069686099,0.655645369355685,-5.6120301836171
"ZNF566",-0.066175800769229,4.8880537714,-1.0826134155582,0.289165464177397,0.702449131045437,-5.74162983252446
"UBE2I",0.0661550046923161,8.25778537656,1.20152925136004,0.240645556288332,0.655645369355685,-5.61188174736519
"ZNF556",-0.066127655076921,2.78686954364,-0.567516132220566,0.575353003921018,0.861557406370335,-6.15669467651031
"OR4A47",-0.0661122708589725,2.68185943268,-0.702548488898588,0.488735436118914,0.826197036185691,-6.071815930446
"PPIL3",-0.0660921924102471,8.15653728072,-0.878253692568041,0.388050304509415,0.770934456645929,-5.93557472769993
"HTR2C",0.066089174608976,2.26121513412,1.51251772845729,0.14276358228394,0.535843905361895,-5.21720801348313
"FXR1",-0.0660860000512749,8.71865489036,-0.962068580723327,0.345098168205598,0.74693331810403,-5.86055993947287
"DEFB129",0.0660829639743623,5.3964341554,0.509656049325697,0.614698623812804,0.877453783238196,-6.18768574371955
"FBXW11",-0.0660656164615308,8.55538319756,-1.12445526721659,0.271349462931983,0.683710821939231,-5.69736363153744
"GPR31",0.0660601227692332,3.64066630816,0.473666316360371,0.639789688736957,0.886927534670483,-6.20531773229574
"C1orf124",0.0660582364102611,5.4365129804,0.769109716268541,0.448931497550111,0.810347798044137,-6.02359624045602
"HMX1",-0.0660330933461459,8.61885661404,-0.955139354571057,0.348522734289034,0.748716092239884,-5.86700281667283
"CLDN4",0.0660258476794908,4.95984605204,0.834525465321878,0.411776493513368,0.789825621393685,-5.97216444439132
"RPS9",0.0660235551282167,11.402055518,0.596013854906307,0.556448068600684,0.853855982316959,-6.14023859551166
"IGSF5",-0.0660134240512806,2.82788119184,-0.491645109328691,0.627198224086703,0.88242484598012,-6.1966678027894
"ARL11",0.0659948493076938,2.07030799036,1.02063480753568,0.317064529585153,0.728883409097667,-5.80438682748806
"TCOF1",-0.0659766884999966,6.69910022452,-1.00000855992702,0.326751873084614,0.734139655991521,-5.82451940393028
"LYPLA1",0.0659680717564166,7.22265600752,0.642177257551396,0.526520380209645,0.842151565189493,-6.11192224616218
"HMX2",0.065961991051287,6.66994117532,0.80991690270274,0.42552172892895,0.798873661336945,-5.99197939231745
"UXT",-0.0659442555897396,8.70581425424,-0.936330992977004,0.357933219275154,0.75355167135332,-5.88427286940095
"APOBEC2",0.0659376021025673,2.71669363824,0.896937705813344,0.378187138444575,0.766068724440778,-5.91940572659795
"NGFRAP1",0.0659345254358996,9.36556191144,0.883861326024342,0.385072757607188,0.768314279738283,-5.93075545603136
"BTF3",-0.0659143287179411,10.7784988376,-0.728283845179049,0.47311068176358,0.819550725293552,-6.05366729358032
"ADAMTS17",0.0658974939230794,3.63468085016,0.621026481037194,0.540123640569338,0.846399228767821,-6.12515000817534
"TBKBP1",0.065874215512828,8.2419476446,0.751149802670532,0.459475657861005,0.815130418956721,-6.03701790968816
"BRWD1",-0.0658386397756363,5.4699853396,-0.839035395092126,0.409288032580815,0.78743432683583,-5.96847223845937
"C16orf3",0.0658038097179539,4.99217697828,0.647709380057097,0.522993184482329,0.841099386157863,-6.1083917523198
"ADD2",-0.0657851850833295,3.45130185616,-1.02670273526598,0.314253037980307,0.72592107897999,-5.79839223816131
"PTRH2",0.0657828525641104,8.44127825,0.816094446224659,0.422044779004768,0.796672799978979,-5.98705798395132
"OR52A5",0.0657523826410262,2.40211005636,0.952382802681384,0.349891422835414,0.749535667803454,-5.86955387238606
"AGFG2",-0.0657480779615369,5.32108930604,-0.275549191865312,0.785126841426523,0.939529438013977,-6.27954587740173
"HRK",0.0657438867435913,3.76345792256,0.574113285542297,0.570948039474112,0.859639263381102,-6.15295491501383
"RAB11FIP4",0.065690004384618,5.09031487172,0.909796802015692,0.371494811098918,0.762018159856845,-5.90809243088588
"GOLGA4",0.0656831761025698,7.61655936276,0.867344334826148,0.393885439378945,0.775547524345995,-5.94486779788948
"RASGRP4",-0.0656741059230717,6.17726517108,-1.09131429120641,0.285393427175943,0.697990511979297,-5.73255009181153
"PTOV1",-0.0656725622820442,8.69056403972,-0.781939335696265,0.441489184788531,0.807209343081767,-6.01382350773614
"ERGIC2",0.0656721014359016,7.02793483792,0.910334709188615,0.371216571621133,0.761658883483128,-5.90761590440096
"SMAP1",-0.0656607402820457,4.44216989428,-0.62274066687911,0.539014244044204,0.845974608105317,-6.12409392630568
"CLK3",0.0656604743269273,4.7743485236,0.683364794700454,0.500571844475916,0.831729154704281,-6.08493621069034
"CITED1",-0.06565142653846,3.2152053518,-0.542822857367617,0.591990371942011,0.869984093328698,-6.17031858000719
"METTL11A",0.065642313865391,7.25574130304,0.486929320018714,0.630490020045025,0.88330243832877,-6.19896723856436
"GRM5",-0.0656222583205088,3.36653246716,-0.574098126569918,0.570958141686694,0.859639263381102,-6.15296355649589
"MTMR3",-0.0655961313397375,6.18411593388,-0.945061910953943,0.353543933986341,0.75146639995475,-5.87629574935672
"STOML2",-0.0655720393846124,8.09951377648,-0.589811561264402,0.560535122696781,0.854766087258573,-6.14388686331188
"UPP2",-0.065546525025638,3.74603606568,-0.685589485194679,0.499190988662274,0.831445314164844,-6.08343259244409
"NR3C1",-0.0655453523717906,6.8904686224,-0.55695771575721,0.582438170294395,0.864514831748032,-6.16259233576562
"STK38",-0.0655424736410186,8.96623703496,-0.827247387822922,0.415812361207277,0.792443830119604,-5.97808322174609
"OR12D2",-0.0655349222051265,2.75498498888,-0.811631390388212,0.424554978633775,0.798454374956836,-5.99061707941003
"OR51F2",-0.0655333617692269,3.01318867712,-0.896615633220443,0.378355761040663,0.766098594473709,-5.91968714755081
"ZER1",-0.0655248318397401,5.21181207564,-0.895707454707299,0.378831506341616,0.766098594473709,-5.92048018699302
"TFE3",-0.0655208408205077,6.98493672256,-0.789264166983147,0.437273918872661,0.805183389306083,-6.00817497558684
"FAM22G",0.0655126835128232,4.66320295424,1.14886314356841,0.261331842759175,0.675159442820091,-5.67084267500443
"TRIM33",0.0655119037179501,5.5143460044,0.729959533811443,0.472103510958938,0.818907569132554,-6.05246389851625
"FBXO18",-0.0655085967307629,7.7926812178,-1.03863874682798,0.30877348702643,0.720130337403655,-5.78650541273251
"PARD6A",0.0655065444102578,3.39593843824,0.655206794731405,0.518233547385249,0.840078977291938,-6.10356035052843
"ACD",-0.0654949780512775,6.01693060492,-1.04535767247837,0.305718598807976,0.716414920100206,-5.7797588344839
"ARHGEF4",-0.0654917638461479,5.5275920822,-0.378772166055746,0.708009257351933,0.913304462270182,-6.24571467787701
"DUSP7",0.0654749860512869,7.29868858792,0.534133591784847,0.597900102396986,0.871657523673649,-6.1749719723858
"ORC3",0.0654632625897511,7.51755744212,0.827117795672752,0.415884446843516,0.79245963520395,-5.97818816624943
"DNAJB2",-0.0654494997051245,6.92095124468,-0.695014319203377,0.493364896627135,0.827986901287982,-6.07701041225288
"KLF17",-0.0654263751025601,5.44110533072,-0.856575187123716,0.399700508168889,0.780234400160063,-5.95393424384398
"USP40",0.0654126840256488,6.53040447564,0.80200147125137,0.430002648148951,0.801041101224373,-5.99823348331248
"ACTL8",-0.065409754435894,3.75620134364,-0.671173176381873,0.508177111866266,0.835014429877222,-6.09309266465938
"STAT2",-0.0653942224871749,6.78615864936,-0.401681483841995,0.691283067150995,0.908809138623434,-6.23677425469607
"RDH13",0.0653686220512872,6.5031102732,0.392343464333622,0.698082114414079,0.910946609386864,-6.24048102610764
"ICA1",0.0653083001282084,5.5406578456,0.342000862744012,0.735167895037579,0.9235193595049,-6.2589793455078
"ANAPC1",-0.0653059308205064,7.02883020436,-0.488553290913358,0.629355545500214,0.88330243832877,-6.19817783818458
"GLOD4",-0.0652962404679442,7.07973790696,-0.977610612905012,0.337499961058491,0.74181718348376,-5.84595186008031
"SPDYE2",-0.0652554148461482,6.33915061472,-0.619323837337172,0.541226764846668,0.846855983072768,-6.12619618642815
"GAL3ST2",-0.0652532767179403,5.34272519756,-0.762920180350304,0.452548810114711,0.812001732926079,-6.02825591769941
"ITGAV",0.0652510734615435,7.9802941768,0.346045027246467,0.732162938831988,0.922586488199905,-6.25758604892135
"GRPEL2",-0.0652452941538408,6.05248585996,-0.401217230122784,0.691620475166757,0.908809138623434,-6.23696057543431
"ASB11",0.0652421729423085,2.37753812032,0.950627266574272,0.350764967051047,0.749535667803454,-5.8711749673379
"MYO5B",-0.0652347769230728,5.357679109,-1.04536479171243,0.305715373215987,0.716414920100206,-5.77975166484113
"SSSCA1",0.0652314748718013,8.4717305964,0.594640731173107,0.55735157130784,0.853959713282376,-6.14104948044691
"PPM1F",0.0652278502435939,6.14863041504,0.849820707275299,0.403375547655891,0.782857954782124,-5.95956632653498
"KLHDC2",-0.0652171864615347,8.51286746896,-0.928561011054675,0.361869857117039,0.756590691114376,-5.89131403701876
"KCNA3",-0.065216399923071,5.10148943496,-0.73589199704636,0.468547892224318,0.817485023002909,-6.04818222557621
"C1orf43",0.0652037694871872,9.7092356072,0.636322156639353,0.530267486641532,0.842497813496309,-6.11562695612572
"ILDR1",-0.0651871047948678,5.77100538316,-1.12895072907703,0.269483741652711,0.683209514123561,-5.69251750730446
"POU4F3",-0.065172224205126,3.01171715392,-0.349304730345233,0.729744027207676,0.921059641678345,-6.25645120978624
"ESX1",0.0651675586666678,2.76206565816,0.804016913164723,0.428858959582265,0.800216749449843,-5.99664658374854
