"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"NOP56",0.337240791653853,7.84442983384,3.26678078800984,0.00311527175514717,0.0755900997139733,-1.86414672313417
"PDZRN3",-0.336845930570508,6.72166991948,-2.13056415528846,0.0429972282097375,0.309877096281739,-4.22247358565818
"FAM49B",0.336790648256414,5.08172764624,2.73566597520214,0.011203168461376,0.151324698678019,-3.0329025783245
"COQ2",0.336775554365389,6.38279071548,3.90760705849423,0.00061535586515249,0.0296192626037731,-0.356314671341689
"ARHGAP31",-0.336511894256405,5.42825166268,-2.87886635902493,0.00799442781910727,0.125858815409216,-2.72733747301863
"MYLIP",0.335981214230774,5.0181706896,1.47556369748196,0.15236830237386,0.550735638123033,-5.26812752272216
"ZFP36L2",0.335975060487186,8.71278349788,1.72868873692516,0.0960212645958939,0.450589465523507,-4.89893455111878
"DYNC1LI1",0.335947892102574,7.56817115244,2.80928031613248,0.00942637361636894,0.136295032220239,-2.87680749338731
"ALAD",-0.335541583179483,6.46027842892,-2.3977725426437,0.0241672076222134,0.235117922875424,-3.71951815716299
"KCTD1",-0.335523692102557,6.33008733856,-1.27698220476784,0.213175779607497,0.627735979586743,-5.5233375525888
"CCL26",-0.335508056769227,3.98582662352,-1.66397436025604,0.108425861557544,0.475089712258649,-4.99778319797151
"ROS1",-0.335407584269228,3.06321390032,-2.02952039990207,0.0530208290734538,0.340273541490906,-4.40215602272802
"KCTD16",0.335123831153849,4.7413257178,1.31878583020091,0.199024874108843,0.613724641221015,-5.47225036325307
"SNX30",-0.335114059538456,6.98434436796,-2.43919411957066,0.0220436816049824,0.22433848696751,-3.63820217533529
"NCK2",-0.335011426929482,6.40322546192,-3.33611133921066,0.0026226362107848,0.0689585325387314,-1.70523127339655
"LOC254896",-0.334887997051278,5.4894184768,-2.09678870701824,0.0461415578748768,0.320410620637714,-4.28321101058691
"ZNF536",-0.334832768115382,4.25055913192,-1.61829457486524,0.117969165661396,0.492718361826952,-5.06574690029476
"NKX2-6",-0.334832477256407,2.91078255784,-1.86149904374481,0.074301741385315,0.40062454668533,-4.68696405433012
"LANCL2",0.334795617769235,4.76824999576,2.4295825709855,0.0225205275970804,0.226531956518904,-3.65714650880542
"AMIGO2",-0.334682941999995,5.68961008284,-0.826641375955486,0.416149522544719,0.792862492862727,-5.97857384014192
"SMARCE1",0.334608355051287,7.71476111504,4.53305657925629,0.000121321235733721,0.0107351131762706,1.16825344443512
"PSMA3",0.334591141897441,9.59598803088,2.55601529930974,0.0169470243009126,0.191019205259028,-3.40440960318538
"SEPX1",-0.334580006205121,8.07460581356,-1.48906950943435,0.148799186438122,0.544798804777158,-5.24963933044133
"EFHA2",0.334538997102571,5.97696153284,1.95986352261441,0.0610865451468559,0.364202171184963,-4.52240625999593
"GLB1L",0.33422517964103,5.09102327892,1.22424041263664,0.232111813089906,0.646947912346406,-5.58573110836404
"TK1",0.334102951307698,6.98259615932,1.22869382544174,0.230465454459993,0.645486736269014,-5.58055241445613
"CDCA4",0.334072078929493,4.95935612804,2.96489857519796,0.00650837797719812,0.112222055273112,-2.54010490897206
"SEMA3E",0.334039602974361,2.57470990212,1.80661483061936,0.0827019048732424,0.421408982176518,-4.77601649530239
"LCORL",0.333836649987181,4.67329719084,3.07900490196724,0.00493930647879448,0.0976213275525331,-2.28789126081162
"ACOT12",0.333742541871798,3.31833786356,2.11355456561394,0.0445559426932941,0.31517382907198,-4.2531450684878
"MYH4",0.33373050869231,2.43029505148,1.66267625300168,0.108687849688899,0.475453035776454,-4.99973542520601
"RYR2",0.333491082512822,3.50048654576,0.799818340921786,0.431243609736437,0.801671508501111,-5.99994815125857
"GABRE",-0.333470396762817,5.5667056854,-2.8133139013588,0.009337145398053,0.135937698832896,-2.86819332062763
"INHBA",-0.333242163974353,7.2942723286,-0.658268081879938,0.51629697443795,0.839430944082218,-6.10157219149515
"ZNF285",-0.33322644955128,3.3848763446,-3.70085465319946,0.00104529410578238,0.0392392336462032,-0.851163174305936
"ST8SIA2",-0.333165731487176,3.85790959004,-1.43129611406563,0.164552701404409,0.568395340966093,-5.3277336255522
"TGFB1I1",-0.333147472224349,10.24607322864,-1.79159655924796,0.0851381098058942,0.427920356667244,-4.80003049138478
"GEMIN8",-0.333099479769226,5.99356115448,-2.48710677316243,0.0198025352298345,0.210216999347173,-3.54309697273162
"LRRC17",0.333092619538465,5.14374121584,0.681195920619631,0.501920119547973,0.832167539826291,-6.0863975745678
"C15orf17",-0.33302270264102,6.69418889004,-3.39624680342936,0.00225713834343941,0.0619749508954799,-1.56641624703773
"PKM2",0.333014082461547,10.28572898712,1.98788011224191,0.0577210528216037,0.356581938772925,-4.47440389276212
"MS4A1",0.332955924852567,2.94768796316,1.94413875727296,0.0630499810535837,0.370747938730126,-4.54913123691757
"USP13",0.332955195750007,6.34593837896,2.67793148541993,0.0128123531501923,0.163920469697309,-3.15379655451813
"MYRIP",0.33268111041026,3.55771741992,2.54417693608563,0.0174086820613797,0.1937864300067,-3.42839237970782
"LUC7L3",-0.332636045538457,6.97356367468,-2.36744244203104,0.025839567918054,0.244419280146696,-3.77851534365754
"GREM2",0.332548629217953,6.58897135264,0.719567615485707,0.478369731159074,0.822661683186197,-6.05988410963814
"COMTD1",-0.33252319633333,5.39427744576,-2.56117539663149,0.0167493804861282,0.189659460109974,-3.39393599867131
"PRR11",0.332430287948722,5.4520083036,1.59909624960687,0.122183587941332,0.49884468707989,-5.09385582634352
"FKBP14",0.332251227173086,7.56386578212,0.955433224627701,0.348377034342136,0.748623441135728,-5.86673045037251
"PGK1",-0.332231543333325,10.9893069092,-2.16048890749985,0.0403731790723943,0.300457880489424,-4.16810627648524
"PNO1",0.332134975570518,6.82955863412,2.94646176066124,0.00680282087910091,0.115149237262857,-2.58044824271944
"MGST2",-0.33209133710256,7.19461889396,-0.892920835803237,0.380293698868944,0.76644844356061,-5.92290881846902
"CELSR1",0.331588804769238,7.27652018452,2.22114703732052,0.035491268183959,0.283723330013084,-4.05633843110814
"ASAP1",0.331477648871799,8.28501814492,1.69539255328712,0.10224477681413,0.463884269874852,-4.95016481745862
"WFDC12",0.331433337717953,3.89317154672,0.768186112078874,0.449470167511751,0.810373434031374,-6.02429383678118
"RAB15",-0.331400568641021,5.99820377436,-1.49389149272436,0.147541407116141,0.543007575564157,-5.24300445787459
"VEPH1",-0.331327181596154,4.98592659668,-1.14976962121924,0.260965087005758,0.674764845264058,-5.66984786299868
"SPPL2A",0.331037303467953,9.65233022828,3.19169498269261,0.00374937898604413,0.0835375650898925,-2.0348068421611
"TCEA1",0.33097458712821,8.45351286036,2.1423304341262,0.0419477539310208,0.305501212340411,-4.20115826497924
"ARHGEF17",-0.330956072435892,6.662240516,-2.43111333956347,0.0224439528463954,0.226531956518904,-3.65413240714404
"EPRS",0.330774336237191,9.19882739024,1.84201991172354,0.0771945575186586,0.407736891543413,-4.71880072707897
"ING3",0.330732204211541,4.61862467056,2.67918792786927,0.0127751356767193,0.163797914289849,-3.15118034357762
"GPR34",0.330500943500005,3.94806320388,1.99081221616606,0.0573784499344077,0.355153020142306,-4.46935172274181
"TMEM33",0.330435067974364,4.87810642532,2.99071775385605,0.00611637750415931,0.109162952338996,-2.48341222936824
"CD38",0.330270073923079,3.25988353856,1.09950418638511,0.281875249136248,0.695159376330164,-5.7239433520724
"FGF13",0.330116767980774,4.5938066184,1.06623483301104,0.296362243877167,0.707931329250275,-5.75854222756805
"RGS19",-0.329906579051277,9.16401055244,-3.75808697919451,0.00090315143631322,0.0360699156064877,-0.714834350268091
"FASN",-0.329807252153842,8.50301687912,-1.4355438604729,0.163350753861678,0.567293558123152,-5.32208041096132
"ABCC9",-0.3297031241282,5.61729769488,-0.97500515898128,0.338765710203362,0.743272590894592,-5.84841586685256
"PLIN4",-0.329507474641021,6.05770219048,-0.526486056336747,0.603124724282406,0.872735414289181,-6.17900677497039
"DENND2D",0.329448759307698,5.17024449216,1.13883286439118,0.265415266411235,0.679729877254561,-5.68180332328085
"PID1",0.329001815666672,7.19377032852,1.06278137890241,0.297895783993308,0.709428847714604,-5.76207825641045
"CAMTA2",0.328456275333339,6.66733359216,3.07360394628238,0.0050046030950302,0.0980809282961026,-2.29992406434604
"GALNT7",0.328295979916671,6.14863574436,1.40361043927152,0.172560408227759,0.578739253831502,-5.36423178225158
"LPPR4",-0.328270190801281,5.9752196528,-1.10102891084402,0.281223721999058,0.694859676941837,-5.72233458446492
"CDCP1",0.32798405041667,4.5460525462,0.923118040618394,0.364644590156836,0.757809815310297,-5.89621388709657
"KLF8",0.327553294160262,5.36095760212,2.37455405474462,0.0254381885041858,0.241651511995304,-3.76472391045057
"GDNF",0.327458144897439,3.67885740032,1.48607464947669,0.149584732342621,0.545646405782995,-5.25375114544046
"AKR1E2",-0.327445120717946,5.05036902744,-4.98708745820626,3.70992161901107e-05,0.0047294029933664,2.28460025617762
"IQCA1",0.327404014429488,3.88356790108,2.45459919066794,0.0212987811364296,0.219784978249315,-3.60774460009655
"NFXL1",-0.327218691846152,6.30293881176,-2.83775985992115,0.00881321935300591,0.131889870742524,-2.8158534935463
"IFI27",-0.327151699230765,7.7343619036,-0.491212421290434,0.627499930201197,0.882492082438284,-6.19687968856864
"SH3BGR",-0.326725908025638,5.13102591684,-1.9265296137225,0.065314110115017,0.377071103839747,-4.5788717105002
"BRP44",-0.32667767084615,8.63909704184,-2.31775943323011,0.0288093882950528,0.256013470480591,-3.87413833284813
"S100A9",-0.326553935076921,3.68372040424,-1.02594489504081,0.314603220395977,0.726502857913947,-5.79914270123762
"LAMA1",-0.326507224974354,5.00705485932,-1.15934837646245,0.257112619894024,0.672839982030498,-5.65929267309464
"RTN1",-0.326503336692307,4.74458537108,-0.78152049729369,0.441730959840932,0.807209343081767,-6.01414498017915
"SLC24A6",0.326442543782055,5.9676247764,2.95058127835775,0.00673595054985188,0.114148097792616,-2.57144412196279
"TSEN15",0.326368244602568,6.73930238764,1.7450034133503,0.0930909844656419,0.444267740101305,-4.87354803670172
"MORC2",-0.325958967897432,6.48018338464,-3.18083827094453,0.00385077812011884,0.0845871374423558,-2.05935234840783
"RFX2",-0.325493725576918,5.5424576808,-2.31885896051074,0.0287404243570003,0.255841717303249,-3.87203601425469
"ABHD14A",-0.32531481466666,6.89830009396,-2.7039145814837,0.0120630119859923,0.157191471002653,-3.09955922746042
"KRT82",0.325295276820516,2.58688932172,1.89382529590601,0.0697080792936741,0.388854770752217,-4.63357687793336
"ARSJ",0.325168998666669,5.18289999936,1.39473611190723,0.175191608279714,0.582389958256235,-5.37580255283993
"ZNF605",-0.325101631512815,5.35776798072,-2.73308105814733,0.0112709548046353,0.151685700499176,-3.03834454593212
"LOC100130354",-0.324696687076921,3.10644652828,-2.19683681116558,0.0373799666298379,0.289927965468192,-4.10138073549615
"RFWD3",0.324643572397441,5.75652042552,3.647894761082,0.0011962149579221,0.0418623110530343,-0.976819353746261
"SLMAP",-0.324603689653842,4.68067038512,-1.99470708980118,0.0569261234497268,0.353890334967023,-4.46263236388127
"CCNDBP1",0.324503722076929,4.98383487352,1.76481411063438,0.08963535819307,0.437286790366126,-4.84247249089931
"RACGAP1",0.324305377532055,4.0853156106,1.50433313483113,0.144847296979072,0.538813626676852,-5.22857598410605
"RQCD1",0.324193674000009,7.06317409852,2.7165847840046,0.0117127174374394,0.154982990443608,-3.07300977850599
"PDGFA",0.32417168592308,6.12820579232,1.43961438743427,0.162205544477233,0.564776468129139,-5.31664978076719
"PLCXD1",-0.324009191743588,5.55488450604,-1.80334416321732,0.0832273005355498,0.422774087319979,-4.78125930779217
"C1orf74",0.3239792488718,4.61748058792,1.6993395976803,0.101489668801871,0.462018741800752,-4.94413276378498
"ATP11A",0.323926210717954,6.00877454576,3.0231729916605,0.00565551101588821,0.104989304374096,-2.41183145031809
"TANC2",-0.323924314512814,6.95423574788,-2.21619678945645,0.0358687198882213,0.284655026222184,-4.06553701262684
"VTCN1",0.323828787064106,4.04871974756,1.00157811721891,0.326007620684633,0.733681720366164,-5.82300071533927
"PCCB",0.32340979735898,7.72136769004,1.91409663725326,0.0669552010569788,0.381226290030978,-4.59975013684443
"MIF4GD",0.323356919205134,7.01281632468,2.22395618144368,0.0352786739589597,0.283476326857829,-4.05111241926481
"EMP3",0.323293561326933,9.58755617536,1.65774229149084,0.109688484179261,0.477709027620671,-5.00714454577574
"NEDD4L",0.323270939262826,5.865690614,1.13716436957784,0.266099022413808,0.680376844342304,-5.68361819756764
"THOC4",0.32324448615385,6.7706776822,2.29836151394319,0.0300511306778777,0.262236854228522,-3.91112273387986
"CCDC106",0.32310741676924,7.79811621928,2.16175945650182,0.040265019050932,0.300115256406504,-4.16578654189514
"TNFSF4",-0.323105614923074,4.50436023676,-0.714283308580048,0.481574508862928,0.823692892603685,-6.0636181785351
"HMGCR",-0.32303593263461,7.15809148772,-1.5597260604147,0.13121646928801,0.517119163285716,-5.15064550833271
"OAS1",0.323019052410261,5.42111108708,0.438326550418506,0.66486032466807,0.897879470305997,-6.22139729127847
"ASPN",0.322895324955135,7.03792858344,0.390869937658686,0.699157363175591,0.910983561376746,-6.24105808513824
"ALOX12B",0.322838015666671,4.84845330752,1.20507427311413,0.239298282184919,0.653866626450916,-5.60782846997024
"CCDC36",-0.32282451664102,5.19014600932,-1.64869127341215,0.111544141056522,0.481715447692926,-5.02069037819641
"AQP7",-0.322602798487174,5.55761265488,-1.29009004929434,0.208658003729577,0.621891754964091,-5.50747318220332
"TOB1",0.322597503025646,9.04422245376,1.76866538034219,0.0889764299241249,0.435265694592996,-4.8363997621821
"CREBZF",-0.32247597534615,3.39416145268,-3.05610057667258,0.00522194290844581,0.100344148710148,-2.33885666279864
"MYH11",0.322345473025647,7.03691767436,0.804858569269156,0.428381906437054,0.800216749449843,-5.99598277010913
"MLYCD",-0.322333318589738,6.773628634,-2.8286213513804,0.00900573469169091,0.133077741539117,-2.83544597439877
"MACC1",0.322329307089747,4.12776614948,0.877648551745456,0.388372509558898,0.770941563339488,-5.9360930718783
"RSL1D1",0.322268356333338,6.36554813104,3.54276280275124,0.00156154814103898,0.0495171606869808,-1.22472767168727
"HTRA3",0.322246649615388,7.5537493822,1.32575251960278,0.196738924131363,0.60998973602374,-5.46359758717649
"NQO1",0.322072777615388,7.56338064364,1.49869014633988,0.146298277019374,0.541545500880584,-5.23638395920453
"C5orf32",-0.321814676051275,9.28936507888,-1.78371827795569,0.0864405098683233,0.429355097251837,-4.81256624496933
"ANXA10",0.321472426076926,2.46309891144,1.73940675054131,0.0940875187338537,0.446179781747025,-4.88227769284864
"TCEA3",-0.321348459205126,7.55480088612,-2.74104721726122,0.0110632802103819,0.150259275430895,-3.02156490318099
"LNP1",0.321331550871799,4.27391924788,2.86377381582763,0.00828630073369078,0.128485483674448,-2.75990948274595
"RPTN",0.32129534946154,2.20443356928,1.80875495198589,0.0823596625522692,0.420825979783846,-4.77258199762323
"MAP2K1",-0.321273130628198,8.63746741676,-3.28059078682108,0.00301050446130928,0.074391679640079,-1.83259185271257
"SYDE2",0.32122116315385,4.68172266716,3.13329272501346,0.00432675279335428,0.0914684206400518,-2.16644301204479
"TSTD1",0.321168437769233,4.80299254936,0.672507229428744,0.5073417944526,0.835014429877222,-6.09220704805857
"WFDC9",-0.321159534743587,3.1567141964,-1.51176393232218,0.142954466259551,0.536287927879507,-5.21825713536097
"PSMB1",0.320924443685906,10.2484162422,2.83776597329514,0.00881309187942196,0.131889870742524,-2.8158403762466
"CA9",-0.320837912961536,4.00758194224,-0.973397431214343,0.339548365726803,0.74356438855566,-5.84993327701915
"PABPC4L",-0.320791440230765,5.11660296292,-1.03292653048554,0.311387429640743,0.722797102815451,-5.79220980300116
"EPS8",-0.320709700826916,7.69030193168,-1.64024200259889,0.113300047917946,0.485144829928566,-5.03328208924738
"PTH1R",-0.320689647961534,4.36419322744,-2.19614048876497,0.0374353764710909,0.289927965468192,-4.1026660225979
"RTN2",-0.320199157102561,5.08064614036,-2.73257854892194,0.0112841772125058,0.151725465577068,-3.03940215297399
"RNF112",-0.320172003974353,4.4569746054,-3.67831404490871,0.00110710200993597,0.039999135454337,-0.904704616343829
"CIDEC",-0.320013087993584,5.74615548284,-0.848147764018149,0.404289083135407,0.783590987167385,-5.96095478100032
"TXNDC16",-0.319976688897431,4.89685488856,-1.94221873636423,0.0632934676765962,0.371293200419636,-4.55238363079932
"ISOC1",0.319925581307698,6.64180804672,1.52108293716387,0.140609144834097,0.532082287634688,-5.20525667369113
"LOR",0.319897089551286,5.0443975116,0.349827889527304,0.729356073653656,0.921059641678345,-6.25626809508171
"MPRIP",-0.319693629076912,8.31682460612,-2.95963314294355,0.00659120699941239,0.112991027645379,-2.55163864636388
"NOP58",0.319514623923085,8.45284614756,3.13862605306066,0.00427067079734823,0.0905418972344545,-2.15446350966757
"PTN",0.319332655589747,8.51093235376,0.597704127672326,0.555336925222444,0.853480368591997,-6.13923792647146
"RNF13",0.318927934512827,6.75286071472,3.04298837138378,0.00539064412122617,0.101957518363443,-2.36795812449316
"DTX3L",0.31890315056411,7.26602960704,0.932598063780433,0.359820919146839,0.754734568458539,-5.88766247608855
"ANXA1",0.318793067692317,11.2390945148,2.61121840287823,0.0149408305430015,0.179935332464494,-3.29174090553104
"C1orf198",-0.318616066217936,9.6971332126,-1.75128911702718,0.0919824770897806,0.443032941315413,-4.86371761670615
"PBX3",-0.318600226192302,7.33252991212,-1.82316477328801,0.0800868211367478,0.415534745764649,-4.7493762613185
"UHRF1",0.318378038083335,5.25275645128,1.72598302100387,0.096514726406876,0.451776651246014,-4.90312678515339
"CHML",0.318251375102567,4.23795126928,1.75867705252384,0.0906939728263809,0.439293203548539,-4.85212830860772
"DENND2C",0.318002398794877,4.93054412396,1.70620670264052,0.100187142049289,0.458632403365039,-4.93361180213709
"TCTN3",0.317991473717951,6.386766242,2.98203989532586,0.0062455476095521,0.110263389517744,-2.50249190243771
"SC5DL",-0.317984906948711,6.72623714428,-2.75088348824811,0.0108118196877341,0.147931721783007,-3.00081083912264
"GRIA3",-0.317982147499997,4.5191573082,-3.0618734119186,0.00514928199067946,0.100107877860021,-2.32602691945699
"HOXD9",-0.317960635730761,5.46659665408,-1.56064057568132,0.131000581646145,0.516901360476657,-5.14933947633015
"PHYHIP",0.317879988102568,4.55152192352,1.29235627358952,0.207884431508271,0.621340664319926,-5.50471603852788
"SLC39A2",0.317869929435901,4.67195801536,1.27773483966075,0.212914365217748,0.627365019904818,-5.5224304752114
"BUB3",0.317710185948725,8.58825911864,3.69341902442857,0.00106530002823893,0.0396124055595096,-0.868834933655818
"ZMIZ1",-0.31747606002563,8.89984311388,-3.64543472010196,0.00120372082598289,0.041951374164031,-0.982644109611956
"SNN",0.317394044666671,6.28603976144,2.38554933359582,0.0248288533854058,0.239020173600092,-3.74335035752287
"IGSF8",0.317318989102571,7.175874759,2.38420286907352,0.0249027453929993,0.239419563222089,-3.74597101970794
"FUT10",0.31726463838462,5.39902730604,5.82420145834122,4.25979781761413e-06,0.00118767985567706,4.32347177133073
"CALD1",-0.317227598814094,10.5570105948,-1.45903172796454,0.156830774099566,0.556954662069042,-5.29056624041644
"RPS26",0.317048460974364,8.61730573596,2.87091688515492,0.00814692473702027,0.127259098138423,-2.7445040829607
"STMN1",0.316963275564109,7.33345529804,2.19462222834626,0.0375564488856342,0.290409024166937,-4.10546751638396
"RARRES3",0.316903676871803,7.70150505236,0.716038453776782,0.480508692953398,0.823530150286751,-6.0623808615171
"AMD1",0.316898517621802,7.85819547492,2.22415503490408,0.0352636685832336,0.283476326857829,-4.05074231519015
"TRIOBP",0.316838935820517,4.85308323204,2.32023934090982,0.0286540581325991,0.255727157444739,-3.86939580005839
"LDHD",-0.316585380999995,5.48882435212,-1.70847800488496,0.0997594498587538,0.458128988530443,-4.93012463466557
"ZNF341",-0.31656178633333,4.27027737256,-3.28451176244736,0.00298138428022806,0.0739193213237082,-1.8236235270482
"PNP",0.316481677256414,7.47508233316,1.82866017045041,0.0792343734056016,0.41328850540578,-4.7404895402481
"SMTN",-0.316454607326919,7.84309860656,-1.96065966962802,0.0609885788113451,0.363985552946384,-4.52104900077709
"MAD1L1",0.316450298897442,6.66943184024,1.95978181401374,0.0610966072464908,0.364202171184963,-4.52254553288074
"BCHE",-0.316391919717943,7.43569707892,-2.11750926971376,0.0441891026130687,0.314560935662464,-4.2460290800609
"C20orf194",-0.316372890269228,5.26521586844,-2.87621449023943,0.00804499592112708,0.126230238988773,-2.73306666396785
"CTSK",-0.3158016698205,11.71131567164,-1.01622945464282,0.319116614971647,0.730213560621025,-5.80871848546937
"PCDHB2",-0.315796240179481,6.46650196356,-0.752653085683166,0.458587486153495,0.814841540930642,-6.03590609426869
"FHL3",-0.315699688314098,7.86284417284,-1.73548041720778,0.0947920343387498,0.447378438653371,-4.88838892969282
"RAD51",0.315648446538464,4.1209712678,2.07007364523043,0.0487722675482232,0.328089201257266,-4.33077456874009
"PSTPIP2",-0.315617062666663,5.39381416992,-4.38434739498486,0.000178794768332796,0.0139055278508091,0.803360624838828
"PHOSPHO2",0.315454273666671,5.29659393136,1.27633172185741,0.213401911085877,0.628011001344484,-5.52412113935174
"ZDHHC14",0.315398135205132,5.67560062336,1.59961699478333,0.122067649078197,0.498836739609656,-5.09309696749457
"CP",0.315380437474361,3.10367958268,1.36125012282963,0.185406590647979,0.597422886394359,-5.41889783057559
"C6orf15",0.3152492814359,3.92623248432,1.13687190011159,0.266219009867244,0.680490971944001,-5.68393607920678
"GUCY2C",0.315164795025643,2.65789815392,1.97805735582951,0.0588819596006551,0.35806531564563,-4.49128987619177
"REC8",-0.315163244923074,4.18704987436,-1.80714680855051,0.0826167185412277,0.421408982176518,-4.77516305941166
"FAM110B",-0.315052352358972,5.24477867056,-1.53508133884758,0.137145182983211,0.524616714714706,-5.18560419720112
"ADCY9",0.315024204487185,5.965702355,2.7247384976846,0.0114923691635778,0.1532696201536,-3.0558894488948
"PCGF5",-0.314860428551277,5.91318717468,-2.09971919007168,0.0458608291559723,0.319442319268632,-4.27796777421528
"HS1BP3",-0.314687385147431,5.22590885036,-3.01856561697279,0.00571885466280599,0.105444434674519,-2.4220143220535
"KRT7",0.31460695082052,11.91227763224,0.602422043377585,0.552241575546004,0.852446856977259,-6.13643028216312
"TMCO2",-0.314600376871788,5.47730867564,-2.06422443087598,0.0493657655291296,0.330604869906257,-4.34113162412648
"OLA1",0.314350515993593,6.4893365056,3.92085758230533,0.000594715137801788,0.0290036488161618,-0.324393207872771
"MLF1",-0.314347457352557,4.80739522424,-2.51795195730375,0.0184732693350496,0.200572741340211,-3.48129053063516
"SLC22A23",-0.314293167256402,7.83191422664,-2.28836112006026,0.0307101632662675,0.264662001775985,-3.93011170743599
"FAM13C",-0.314124158788459,2.29636329232,-3.8847738401466,0.000652591671396844,0.0305169212918708,-0.411267785445339
"FAM111B",0.313914124903848,3.2057524698,1.84049525345246,0.0774250333403814,0.407736891543413,-4.72128196426113
"ZBTB43",0.313823535974369,6.58235438496,3.15252729744297,0.00412775601947604,0.0886359919565871,-2.12319938136294
"SCD5",-0.313685658653842,4.846578335,-3.59433003139047,0.00137047984882038,0.0456116683018441,-1.10339401276038
"COL17A1",0.313611703358978,4.31915829492,0.795075304370412,0.433947279916927,0.803903233193038,-6.00365812043801
"ACTA2",-0.313494550012813,9.18858308284,-0.950412802357122,0.350871783533758,0.749535667803454,-5.87137281718663
"PDE7B",-0.313324070987177,3.36200499508,-1.92970551173774,0.0649005845543621,0.375965741794931,-4.57352254510285
"FMN1",0.313268771461543,6.50218534184,1.65453595049461,0.110342875676452,0.479436301085954,-5.01194995645286
"MMP14",-0.313237351769226,9.68817631992,-1.09608149517038,0.283341743442024,0.696524839786793,-5.72754734516163
"BANP",-0.313147569878198,7.04991674392,-2.56314603429756,0.016674467697054,0.189520027159743,-3.38993294349828
"MAB21L2",0.313137753564106,5.72193934248,1.53672203587838,0.13674379100743,0.524438878722239,-5.18329108821857
"MT2A",0.313134556461547,9.12488036864,1.80998408627188,0.082163653424849,0.420825979783846,-4.77060806203522
"PTPN14",-0.313025604871789,6.4346297332,-3.00291427281473,0.00593913282159579,0.107252313550174,-2.45655351818718
"HMGA1",0.312911971365388,8.03717288164,1.23889587433279,0.226727105845234,0.64207482619299,-5.56862626442846
"ZNF697",-0.312885666698714,5.0864283396,-2.8246802195175,0.00908998178458118,0.133654388886324,-2.8438857967562
"EPHB2",0.312816877576926,5.84088765816,1.46634691729911,0.154843390660946,0.555037619237847,-5.28066352765429
"NRAS",0.312562026346155,8.5007556688,2.25997235177684,0.0326532462755743,0.273225945761133,-3.98372487270507
"MASP1",-0.312546093064097,5.20312215056,-1.66200270484543,0.108823996322438,0.475756215355679,-5.00074789802707
"RTN3",0.312319270615388,10.07106479828,3.39040915450832,0.00229033330845914,0.0619894998713813,-1.57992992527518
"ZFX",-0.312074619538455,6.27866476616,-4.22311400622033,0.000272005076699801,0.0177066917109822,0.40902018331756
"SMYD4",-0.312035641538457,6.3426402536,-3.11950044364641,0.00447508137843537,0.0933457114142103,-2.19738311462749
"ZNF259",0.312033419410262,7.24463198824,2.70861956064392,0.0119318000116316,0.156447390214624,-3.08970801841812
"SESTD1",-0.31198614389743,4.64822295016,-2.32962451837949,0.0280731070095068,0.253441512813225,-3.85141857272812
"CDKN2A",0.311898855820521,8.33978304364,1.84265945152152,0.0770980576299895,0.407736891543413,-4.71775947438488
"KRBA1",-0.311737542128199,7.71455026324,-1.29893849608956,0.205650099634516,0.618978272519548,-5.49668402640498
"CCT6B",0.311709188897438,3.89942558644,1.79505895921475,0.0845710621958101,0.426600420849617,-4.79450778409455
"FAM160A1",0.311703006089748,4.896015866,0.842058610192078,0.407625222508505,0.786457489621123,-5.96598666264848
"GPT2",0.311666426538466,6.3774295982,1.01928661853288,0.317691561813207,0.729218341611879,-5.80571429134275
"GCA",0.311562136051284,5.44123386992,1.40484233911732,0.172197643593284,0.578262582108439,-5.36262063469974
"KLB",-0.311362538980767,3.00195993552,-0.951393726395052,0.350383401141305,0.749535667803454,-5.87046754563574
"SPINK14",-0.311211306358972,2.57169720064,-2.9900040945476,0.00612690344073851,0.109162952338996,-2.48498228092939
"SLC1A6",0.311097366102568,3.47064600996,1.22747853791169,0.230913852431374,0.646138038236705,-5.58196727272562
"PMCH",0.310998936615388,3.54126643496,2.38059452252483,0.0251017620257942,0.2398999271878,-3.75298952418007
"PVR",0.310701251423083,5.90624835376,2.33866520172564,0.0275236707842106,0.251993360085675,-3.83405774849244
"DDIT4L",0.310591400307696,4.07186879984,0.628482979672913,0.535306740955545,0.844093473756484,-6.12053563672313
"TPM2",-0.310580631115371,9.83597707368,-1.6036716118919,0.121168042018965,0.497967260474618,-5.08718150880042
"UBE2F",0.310309879923081,7.67118266444,3.09812705685068,0.00471462045950634,0.095697728750172,-2.24521586790297
"C2orf43",0.310183806025643,3.7321461092,2.27873055096394,0.0313572250712131,0.266915734376334,-3.9483479586996
"POGLUT1",0.310126313442318,5.80483698676,3.23770474819709,0.0033474798303132,0.0789575158313677,-1.93041654373345
"BACH1",0.309913911743593,5.97409079956,3.08680704455626,0.00484641900241917,0.0967777481064164,-2.27049274050528
"CENPL",0.309815166974362,4.47521688284,1.5331633609772,0.137615631455939,0.526007808076669,-5.18830564406715
"PTX3",-0.309786065974356,7.81765960064,-1.04666738890377,0.305125593328187,0.715575447168801,-5.77843909287733
"DHX36",0.309303781538469,8.1853556536,5.05871752386188,3.07835127681869e-05,0.00437392277091825,2.46051921505493
"DENND5B",-0.309269362365384,5.25654511768,-3.22061869062564,0.00349162763066487,0.080618408591148,-1.96925146262267
"TGFB1",-0.309090918102556,7.63318115508,-1.05948440752332,0.299365071967302,0.71037093759423,-5.76544429908312
