,GSM4331587,GSM4331588,GSM4331589,GSM4331592,GSM4331593,GSM4331594,GSM4331595,GSM4331596,GSM4331597,GSM4331599,GSM4331600,GSM4331601,GSM4331602,GSM2198196,GSM2198197,GSM2198198,GSM2198200
TSPYL1,7.573654609,7.002534609,7.135944609,7.585407943,7.487174609,7.653104609,7.726584609,7.422001276,7.508324609,7.540797943,7.618461276,7.618291276,7.595694609,8.167108224,7.467324424,7.699238724,7.069405224
EFR3A,8.276253427,7.780363427,8.020593427,7.917298427,7.936758427,7.495398427,7.951743427,7.996883427,7.775748427,8.304628427,7.623478427,7.771408427,7.461093427,7.682297573,7.825548573,7.496307273,8.448465573
CNPY3,7.691625289,7.610581956,7.163088623,7.694735289,7.483971956,7.187548623,7.397255289,7.462761956,7.630978623,7.563298623,7.353225289,7.334251956,7.323525289,7.332884711,6.879028711,7.472000711,7.777709711
EPB41,3.651209425,3.342705425,3.467321425,3.444129425,3.514227425,3.502711425,3.579021425,3.576805425,3.683597425,3.443673425,3.602535425,3.636269425,3.623873425,4.696245075,5.076217075,3.569635575,3.010555175
AGK,6.201650806,6.380374139,6.375337472,6.384017472,6.357847472,6.439100806,6.425857472,6.154797472,6.135087472,6.283100806,6.531727472,6.447304139,6.403014139,6.642007528,6.321142928,6.400051928,6.532994528
DNAJB2,7.022827122,7.111300455,7.143252122,6.833777122,6.778867122,6.807740455,6.949470455,6.800090455,6.905388789,6.826940455,6.923327122,6.918200455,6.800192122,7.174415378,7.487603378,7.177125878,6.408777128
CDH3,5.209907278,5.532312278,5.288707278,5.229542278,5.332062278,5.585727278,5.481452278,5.398217278,5.474727278,5.235412278,5.461762278,5.486957278,5.545142278,5.632501422,5.753030722,5.386195422,5.183770422
NOL10,5.1628914,5.3569564,5.3594014,5.5816664,5.6634414,5.3620914,5.4356864,5.1372414,5.2346014,5.1278064,5.4292714,5.3507664,5.3816714,5.314464367,5.4333289,5.0636784,5.2764803
RNF26,6.765546474,7.286969807,7.10304314,7.06792314,7.03485314,7.420969807,7.16726314,6.966526474,6.929499807,7.108119807,7.189986474,7.24435314,7.26091314,6.946349193,7.114273193,7.043343193,7.118440193
VPS39,6.876496586,6.724339919,6.822836586,6.836929919,6.812013253,6.804953253,6.782026586,6.826389919,6.940236586,6.835896586,6.762783253,6.794683253,6.637279919,6.844440081,6.869868481,6.913511081,6.883655781
SKP2,5.518014751,5.889749751,5.880499751,6.791294751,6.894239751,5.733554751,6.043594751,5.440684751,5.600024751,5.327569751,5.817694751,5.742524751,5.610544751,6.037130249,6.127293749,6.195887749,5.664055249
ITGA3,6.74283046,6.385397126,6.588247126,6.205863793,6.05763046,5.61199046,5.627227126,6.349083793,5.723857126,5.963663793,5.547457126,5.491637126,5.510557126,6.309076174,6.359053874,6.095993374,6.041216274
MKNK2,7.885118437,8.195960437,7.880876437,7.930148437,7.686302437,8.400750437,8.425682437,7.943870437,8.286062437,7.740624437,8.364956437,8.437050437,8.283892437,8.931676063,8.708689063,8.789609063,7.836380563
SAMHD1,11.43805887,9.122131366,10.17231637,9.104573866,8.519041366,7.895618866,8.249796366,9.669491366,9.435423866,11.57996637,7.837573866,8.003816366,7.700456366,8.949905134,8.925920134,9.091940134,8.904107134
GTPBP5,6.873460579,6.908568579,6.793186579,6.817812579,6.847660579,6.876982579,6.939306579,7.003626579,6.743144579,6.916978579,6.870538579,6.842162579,6.896006579,6.823730421,6.819096421,7.105785421,6.568676421
TTYH3,8.430518149,9.107053149,8.652148149,8.539133149,8.386813149,8.406028149,8.666008149,8.230653149,8.423778149,8.119553149,8.536543149,8.448808149,8.379138149,7.560895851,7.058500851,8.050316851,9.009051351
PSMD5,6.970545179,7.206580179,7.135040179,7.101835179,7.129050179,6.881840179,6.995790179,7.041035179,7.080115179,6.902765179,6.858790179,6.954650179,7.019345179,7.270978746,7.124691071,7.324588996,6.898016421
FAM129A,6.734327033,7.641107033,7.639707033,7.376917033,7.491277033,9.211387033,9.032820366,9.932717033,8.5755237,8.711040366,9.099107033,9.661140366,9.3750737,9.789574634,7.909643634,8.944337634,8.557759634
TMX4,7.625988234,6.935838234,7.308458234,7.205148234,7.216521567,7.596458234,7.481474901,7.995761567,7.614421567,8.005464901,7.673958234,7.849031567,7.699834901,8.240201766,7.468291066,7.818405916,7.745893766
IP6K1,11.59036116,11.68334449,11.64533782,11.74957116,11.65680449,11.59570116,11.59218116,11.51464449,11.48218782,11.52817116,11.60451782,11.50898116,11.49262449,11.62585684,11.55909984,11.69701684,11.50979484
ALDOB,2.801576864,2.740466864,2.635149364,2.715074364,2.706849364,2.749511864,2.651046864,2.655816864,2.715256864,2.806041864,2.790096864,2.798216864,2.893799364,2.658166736,2.354844186,2.367084436,3.214348286
PYCRL,6.228444814,6.398496814,6.261274814,6.465180814,6.624770814,6.666740814,6.554528814,6.437302814,6.389764814,6.409332814,6.641666814,6.523510814,6.704878814,6.501713386,6.106428186,6.607159836,6.131388386
LYPD1,3.171949505,3.277519505,3.454024505,4.727779505,4.369714505,5.668059505,5.994149505,3.680379505,3.864749505,3.151154505,5.591639505,5.648709505,5.833629505,3.984858162,3.730128162,3.723112428,4.497055162
G2E3,4.918003649,4.935153649,4.625926983,5.229338649,5.380791983,5.506960316,5.100150316,4.934426983,5.128625316,4.547698649,5.242170316,5.422878649,5.654278649,4.854621184,5.107751034,4.756188834,5.263607284
HNRNPM,9.359105204,8.219032704,8.552245204,9.045377704,8.923562704,8.783975204,8.815197704,8.468742704,9.111100204,9.059242704,9.021620204,9.155742704,9.147405204,8.969192596,9.066331996,8.522333796,9.119426296
ISM2,4.545775672,4.550975672,4.464103172,4.346245672,4.402118172,4.391930672,4.509468172,4.458038172,4.611513172,4.278940672,4.546415672,4.557790672,4.520068172,3.860808328,4.146979028,4.803977328,4.097172628
ST6GALNAC4,7.575914355,7.945762355,7.557186355,7.616736355,7.642678355,7.606342355,7.723536355,8.040284355,7.650358355,8.286050355,7.638510355,7.767062355,7.642778355,7.844395645,7.745772645,7.476439645,7.641867645
MTRF1L,6.52473772,6.61414772,6.40808022,6.29376022,6.41101772,6.61574022,6.45469772,6.41256522,6.09398272,6.41784772,6.58165272,6.61084022,6.79823272,6.49137068,6.44761513,6.36351953,6.58134508
MGAT4B,6.756591429,6.357363429,6.426229429,6.303595429,6.380755429,5.933827429,6.214459429,6.587909429,6.520271429,6.307701429,5.932679429,5.933281429,5.821811429,6.815072871,6.582711571,6.343096071,6.369559571
CCDC142,4.286449289,4.068709289,4.088009289,4.163499289,4.052959289,4.008099289,4.216859289,3.931419289,3.996619289,4.010789289,4.149769289,4.189939289,4.071519289,3.969041711,4.387257711,4.231194411,4.365417711
RPF1,5.327587872,5.259552872,5.124282872,5.316617872,5.125987872,5.264197872,5.010517872,5.119287872,5.007477872,5.036852872,5.260867872,5.243017872,5.225752872,5.121011778,5.122288278,5.669724728,5.169029728
SLMAP,4.464506306,6.026203806,5.969676306,4.498326306,4.747218806,4.500831306,4.539261306,4.540708806,4.582911306,4.482461306,4.391973806,4.401703806,4.517958806,4.842072044,4.882234444,5.099888494,4.318195094
PCGF3,6.036149675,5.909236341,5.767006341,5.959433008,6.062186341,5.990979675,6.077286341,5.836196341,5.885729675,5.678123008,6.017799675,5.971699675,5.912789675,5.987754192,6.230168192,6.065205992,6.020786992
DDX52,5.606365671,4.980242338,5.012032338,5.350622338,5.318302338,5.498329005,5.289792338,5.289255671,5.296602338,5.254712338,5.591389005,5.411195671,5.376075671,5.473032329,5.705571029,4.976838929,5.388564929
ATP5G3,9.517620151,9.877285151,9.797792651,10.01301015,10.04795265,9.665072651,9.682200151,9.630397651,9.545312651,9.108890151,9.751402651,9.686407651,9.686250151,11.00706985,9.522075849,10.54699885,9.159640849
PLA2G6,7.123314039,7.017884039,7.062219039,7.029166539,6.934639039,6.968661539,7.159639039,6.956589039,7.045854039,6.984504039,7.106081539,6.915779039,7.030039039,7.181863261,7.376427361,7.415710811,6.753007211
TTL,7.064751466,7.3434148,7.022501466,6.905658133,6.946428133,7.0164148,6.857601466,7.164801466,6.799398133,7.1290948,6.987408133,6.9578748,7.084711466,7.163918867,6.819386867,6.785573867,7.150829167
FAM115A,7.235355112,7.632025112,7.272720112,7.504620112,7.733340112,8.241165112,8.151800112,7.696740112,7.798790112,7.190225112,7.990480112,8.596650112,8.434020112,7.825864888,7.595892888,8.268148888,7.769102888
C11orf46,6.590539529,6.526904529,6.319944529,6.447094529,6.408669529,6.802969529,6.859074529,6.696794529,6.957779529,6.660679529,6.887504529,6.966244529,6.881769529,6.699775871,6.425622171,6.391602171,6.947810471
SLC25A23,5.761004631,6.360177964,6.281891298,5.460754631,5.555771298,5.620084631,5.667004631,5.953954631,6.000241298,5.905681298,5.702791298,5.678231298,5.676204631,7.598563869,6.711517369,7.118702369,5.318794969
RSAD2,10.64875094,2.181640939,4.460195939,3.090545939,2.434030939,2.185855939,2.140005939,7.892925939,5.372515939,10.28425094,2.340660939,2.071705939,2.017650939,3.672726161,3.577528211,4.769752311,4.526973161
C10orf46,6.033325615,5.827757282,6.129515615,5.996407282,5.991453949,6.086432282,6.073037282,6.040622282,6.110505615,5.982642282,5.856290615,5.995197282,5.868247282,6.327787785,6.114608685,6.109017385,6.045907885
FBXW11,8.571082803,8.606370303,8.726210303,8.468137803,8.620372803,8.365535303,8.537120303,8.558077803,8.659402803,8.582052803,8.373010303,8.406777803,8.342692803,8.263300697,8.687627697,8.384994697,8.606295697
RASSF2,5.538696688,5.149924188,5.885196688,5.161489188,5.113969188,7.325241688,8.052859188,6.551384188,6.211664188,6.647444188,7.224121688,7.266139188,7.415859188,5.988650012,5.761222812,6.356275812,6.849946812
SAFB2,6.104206458,6.048782458,6.027668458,6.004974458,6.053704458,6.045460458,6.159070458,6.113992458,6.029164458,6.158370458,6.114364458,6.421340458,6.518666458,6.410082042,6.382043942,6.447999142,6.001931542
PDE12,5.425962857,5.388682857,5.41242619,5.450052857,5.484149523,5.718492857,5.583799523,5.42328619,5.11613619,5.673319523,5.602699523,5.626519523,5.638832857,6.047291477,5.016597477,5.697396177,5.095068477
SNAPC3,6.665230289,6.286242289,6.228084289,6.574194289,6.661508289,5.888930289,5.963982289,6.138966289,6.539776289,6.108568289,5.906942289,5.933640289,5.971800289,6.409884211,6.282423011,6.121627311,6.363716161
FGFR2,5.02626838,5.05975588,5.07792588,5.007360046,4.98054588,4.98050588,4.964171713,5.046407546,4.95044088,4.89002588,5.05611588,4.958067546,4.98868588,6.046227021,6.509933687,5.914643454,3.548561021
HSD3B1,3.959391507,3.862521507,3.912971507,4.016331507,3.972501507,3.967651507,4.172901507,3.936261507,3.853241507,4.145781507,3.964671507,4.069811507,3.924601507,6.596988793,3.110840293,6.442557993,1.501903193
SLC35E1,7.896626895,7.379984895,7.795356895,8.109910895,8.082268895,7.565896895,7.853478895,7.647922895,7.986078895,7.199436895,7.660312895,7.686602895,7.580682895,7.891080105,7.525829605,7.696393605,7.803376105
FAM63A,5.209383944,5.943513944,5.631573944,5.455687278,5.418370611,5.610633944,5.758943944,5.687390611,5.706357278,5.501300611,5.599233944,5.627303944,5.573047278,5.870754389,5.987989089,6.055968389,5.371796789
USP21,6.246397834,6.971187834,6.511707834,6.599007834,6.480692834,6.390612834,6.203087834,6.183522834,6.622797834,6.442767834,6.568812834,6.382967834,6.370667834,6.472870666,6.588840166,6.525937816,6.457580916
YIPF6,8.539067831,8.374057831,8.093607831,8.263917831,8.345477831,8.563052831,8.601292831,8.610337831,8.568342831,8.534552831,8.503997831,8.572392831,8.552392831,8.738583669,8.391444169,8.472436169,8.404768169
ACSL3,7.937507181,7.920312181,7.737677181,7.643237181,7.772197181,7.782157181,8.246937181,7.709937181,7.745577181,7.535642181,7.660462181,7.752147181,7.901462181,8.981254819,7.250168519,8.157409319,7.318863519
VPS4B,6.985880332,6.885030332,7.230600332,6.922653665,6.986356998,6.818676998,6.854883665,7.056863665,6.995336998,6.846053665,6.823020332,6.874893665,6.863226998,6.961398502,7.293558002,7.071889302,7.176593002
GPR61,3.521004629,3.504209629,3.590744629,3.464124629,3.527049629,3.668589629,3.723079629,3.402974629,3.651364629,3.641204629,3.668309629,3.589479629,3.444694629,3.911528871,3.754684171,3.660275171,3.402362771
PAK2,6.782880703,6.927330703,7.01247237,6.87053737,6.912194036,6.948224036,6.795745703,6.88110237,6.993489036,6.733265703,6.951139036,6.940130703,7.00699737,6.72544103,6.52451993,6.58534623,7.45046763
SDC3,6.647113838,7.605298838,7.471883838,6.511773838,6.642053838,7.040503838,7.157148838,7.234268838,7.210113838,7.114798838,7.071168838,7.209478838,7.063463838,6.942603162,6.081078162,7.690000162,7.990442162
CXCL16,5.236836047,5.240321047,5.260561047,4.825711047,4.749771047,5.178276047,5.270591047,5.632806047,5.354726047,6.654721047,5.094701047,5.183046047,5.077851047,5.370931353,5.114413453,5.266344953,5.290686353
ARL6IP6,7.951892758,7.974872758,7.908192758,7.224822758,7.392462758,7.435182758,7.104322758,7.165362758,7.402982758,7.506322758,7.338702758,7.285242758,7.427912758,7.193495842,7.959787242,7.128772842,7.651086842
MLL,6.287607864,6.516130364,6.604191614,6.180224114,6.374192864,6.357670364,6.294000364,6.344419114,6.425926614,6.131944114,6.136057864,6.062182864,6.102384114,6.451639556,6.510331336,6.461889636,6.424192536
EHF,5.561854013,5.016941513,4.971204013,5.012291513,4.881646513,4.953296513,5.018484013,4.963021513,4.869889013,4.968049013,4.976645263,5.014721513,4.992041513,7.361636237,6.581000237,7.119754237,4.879335237
SLC29A3,6.116466382,5.802836382,5.648631382,5.866621382,5.579071382,5.998391382,5.913096382,5.827891382,5.768301382,6.050721382,5.902126382,6.111101382,5.824591382,5.132100318,5.560889618,5.331839618,6.388962918
ICOSLG,5.380996175,5.178911175,5.093881175,5.315191175,5.095151175,5.255931175,5.269511175,5.043651175,5.183751175,5.054311175,5.207081175,5.368421175,5.027286175,5.334692825,5.358731125,5.120159925,5.229264275
CISD3,11.14014497,11.16796497,11.22352497,11.13616997,11.04083497,11.23204497,11.17869497,11.02801997,10.96347497,11.10835497,11.23266997,11.27679997,11.24914997,11.66951103,11.15000903,11.32558103,10.84387203
FZD6,7.308287561,5.941007561,6.409092561,7.337147561,7.446632561,7.307527561,7.512762561,6.960312561,7.084977561,6.342122561,7.091597561,7.150912561,7.164217561,6.824642439,6.986546039,6.909410439,7.347934439
WRB,6.848506687,7.14110383,7.011046687,7.060856687,7.049016687,7.064978115,7.189439544,7.06573383,7.070506687,6.809870972,7.02283383,7.097539544,7.051882401,7.158884599,6.701781599,7.266070599,7.195445599
ZNF770,7.153089207,7.322464207,7.386724207,7.172609207,7.395179207,7.460934207,7.485969207,7.129859207,7.421029207,7.057984207,7.431549207,7.544964207,7.347639207,8.222647293,7.711886543,8.402472793,6.761628493
DLG1,6.740973154,7.073168709,6.910037598,6.891774265,6.847054265,7.304597598,7.098570931,7.148742042,7.274278709,6.192137598,7.374097598,7.335087598,7.26017982,6.73338968,6.94068868,6.50593283,6.89023668
HUS1,6.406043554,5.880293554,6.100563554,6.472140221,6.390123554,6.400126888,6.491563554,5.975370221,5.928560221,6.120226888,6.581260221,6.521153554,6.316613554,5.916122412,6.663194612,5.921422412,6.538540112
KDR,7.153676281,6.921371281,6.756436281,6.566871281,6.700116281,6.702401281,6.714146281,6.702401281,6.814236281,6.896746281,6.725131281,6.748736281,6.815746281,7.324981719,6.464186719,6.729103719,7.415058719
MAP3K2,6.848929449,6.661262783,6.844879449,6.950766116,7.024969449,6.895606116,6.910762783,6.556796116,6.659326116,6.721759449,6.802939449,6.896752783,6.961522783,6.636861767,6.915611217,6.612121217,7.074699717
FAM114A1,9.124299022,9.189904022,9.346924022,9.166394022,9.175739022,9.322454022,9.350604022,9.250474022,9.465364022,9.166774022,9.371269022,9.340159022,9.338044022,8.953515978,8.309435978,8.907094978,9.634959978
ATG12,7.526892179,7.058237179,7.238327179,7.221642179,7.329067179,7.321947179,7.349607179,7.196902179,7.226492179,7.308507179,7.211432179,7.383542179,7.428997179,7.103318121,7.039359421,7.128556121,7.454321821
CENPH,4.549601201,4.169091201,4.947921201,5.903721201,5.674491201,5.408791201,4.055621201,5.076711201,4.385581201,5.657201201,5.226431201,4.984681201,5.541211201,5.427261799,5.224075499,5.530422799,5.340579199
WDR82,8.254334943,8.407802943,8.530492943,8.308674943,8.343866943,8.520122943,8.414934943,8.254742943,8.099424943,8.268342943,8.496046943,8.471922943,8.504986943,8.354786057,8.327273057,8.126602057,8.556067057
SSTR2,3.321273896,3.233728896,3.098873896,3.296568896,3.268338896,3.185038896,3.307713896,3.252448896,3.062913896,3.525178896,3.317783896,3.228778896,3.346268896,2.881412054,2.505914554,3.127351404,3.786017204
SCYL2,6.795637259,7.109709759,6.900262259,6.993537259,7.086882259,7.300177259,7.099529759,6.885334759,6.844424759,6.766699759,7.085757259,7.112682259,7.175987259,7.212488441,6.984312241,6.952326841,7.002538441
POLR1B,4.643276588,4.585126588,4.519911588,4.830219921,4.655403254,4.799421588,4.675844921,4.723168254,4.552239921,4.400421588,4.843609921,4.844664921,4.865986588,4.734623679,4.644484329,4.450130429,4.615221029
FAM46C,2.883115468,3.058638802,3.756698802,2.945798802,2.908048802,2.860815468,2.932645468,2.761975468,2.659415468,2.674845468,2.650758802,2.856805468,2.856062135,4.265575532,2.743664732,3.554489332,3.730737532
TGDS,5.858632602,5.213832602,5.168582602,5.936249269,5.885889269,5.284172602,5.633189269,4.961252602,5.439242602,5.058799269,5.421822602,5.472399269,5.386152602,5.526887131,5.255825731,5.106404031,5.750877731
TNFRSF10C,4.983403174,4.092133174,4.214749841,4.460659841,4.361649841,4.048189841,3.998383174,4.673246507,4.642536507,4.567813174,3.914309841,3.875933174,3.836653174,4.577762159,1.684826359,6.305852159,4.801441859
NNAT,5.146176407,5.313679741,5.017816407,5.126273074,5.006386407,5.259076407,5.076186407,5.165139741,5.063053074,5.087936407,5.103063074,5.094593074,5.195059741,4.986452959,5.054688259,5.475481859,4.851479259
CLGN,4.850761638,3.240925638,5.903561638,3.342199638,3.179143638,2.484531638,2.504701638,8.352461638,7.960029638,7.970993638,2.527479638,2.548259638,2.420073638,5.234018362,4.010457362,5.020047362,3.507044362
PIP4K2A,4.609886461,4.857246461,5.096758961,5.040486461,5.082343961,4.840088961,5.047601461,4.609248961,4.721841461,4.597381461,4.785656461,5.136971461,4.902163961,4.693872389,4.237090889,4.873676189,5.236572039
AMOT,4.586957056,4.786572056,4.579419556,4.630359556,4.809054556,5.133432056,5.345814556,5.805674556,5.605724556,5.572129556,5.202612056,5.236077056,5.259732056,4.617532944,4.929621944,4.842855544,5.272503944
CHDH,5.837532759,5.649247759,5.505100259,5.487907759,5.458012759,5.601390259,5.644010259,5.530192759,5.461975259,5.448502759,5.712115259,5.436187759,5.608710259,6.935135741,5.973092191,6.639269241,5.214388341
AKAP10,6.42983155,6.26487405,6.35090405,6.47561905,6.36378155,6.31902405,6.29996155,6.19106655,6.43858405,6.26694905,6.23401655,6.35937905,6.29229155,6.38227245,6.39472125,6.38922855,6.44986125
FKRP,6.431077588,6.265197588,6.117222588,6.449952588,6.341027588,6.123852588,6.208362588,6.258252588,6.349437588,6.157327588,6.394607588,6.324877588,6.281187588,6.365548412,5.799195412,6.715766812,6.246242912
DMXL2,3.027071138,3.068071138,3.440821138,3.141554471,3.235627804,3.014124471,3.197674471,3.244457804,3.135927804,3.228941138,3.053181138,2.954627804,3.031394471,3.842444362,2.155681562,2.331757662,4.725981662
PPM1D,5.607221551,5.634449051,5.258999051,5.706686551,5.691924051,5.189871551,5.409276551,5.423714051,5.593831551,5.257591551,5.205046551,5.228476551,5.203071551,5.006881349,5.068168249,5.448034949,5.802366949
SYT7,4.281446635,4.343426635,4.403946635,4.283553301,4.247213301,4.285746635,4.341609968,4.266193301,4.162776635,4.319603301,4.411836635,4.254066635,4.197366635,4.823906365,3.906553365,4.223521365,4.290465365
SREK1,7.186616021,6.995173521,6.886148521,7.162601021,7.113796021,6.816543521,6.592921021,6.462401021,6.907271021,6.227453521,6.891703521,6.797341021,6.843636021,7.264090979,6.771982479,6.783189579,6.727210979
FAM198B,8.713473663,6.133493663,6.710805663,9.564715663,9.571025663,4.981223663,5.390881663,9.028719663,9.144781663,8.570965663,5.135771663,5.320927663,5.130829663,6.860545337,5.875728637,6.745496837,8.818265337
GPR85,2.136398257,2.080232257,2.037432257,2.264686257,2.239528257,2.476418257,2.295678257,2.324350257,2.357768257,2.221090257,2.354574257,2.404364257,2.608394257,2.174566043,2.169737543,2.239929443,2.733167543
ROCK2,7.157145951,8.409172618,8.168342618,7.451425951,7.478902618,7.554242618,7.921449284,6.842385951,6.727672618,6.913872618,7.432555951,7.625329284,7.582545951,7.260297566,7.044387866,7.495135066,7.961575516
CDC73,6.757767434,6.7814741,6.896340767,6.943980767,7.0011041,6.924507434,7.0400441,6.6838041,6.682880767,6.808230767,6.837670767,7.011217434,6.9051341,7.0411834,7.1311609,6.6248999,7.0893215
OXTR,2.471804035,5.521774035,5.043944035,6.325104035,6.331989035,4.740819035,4.803164035,3.705294035,1.969299035,4.168814035,4.685994035,4.680649035,4.930764035,4.300910765,4.546219465,5.270284165,4.525762065
MFHAS1,5.774302259,6.144325592,6.096272259,5.498005592,5.497288925,6.037568925,6.124025592,6.024265592,5.829815592,6.179788925,5.812278925,5.877065592,6.006718925,5.514199341,5.727240141,5.302380741,6.453935241
UBE2F,7.318487326,7.993778755,7.664574469,7.341204469,7.359018755,7.967511612,8.368208755,7.563501612,7.429560183,7.790948755,8.032654469,7.976285897,7.920578755,7.626345531,7.466509131,7.697491031,7.743043231
MLL3,4.997511094,4.946399427,5.473689427,4.753019427,5.165006094,4.896962761,4.888882761,5.236297761,5.324462761,4.936984427,4.388426094,4.607236094,4.718639427,5.471806406,5.428757606,4.774139306,4.935536906
MTR,5.386425326,5.465037326,5.704249326,5.476241326,5.415953326,5.451205326,5.493907326,5.563717326,5.600909326,5.314483326,5.394829326,5.521507326,5.505799326,5.267431074,5.329704341,5.277153907,5.431899341
ZMYM2,6.28504395,6.23830645,6.56721895,6.00050145,6.20908145,5.99071145,6.20946645,6.16608145,6.33299395,5.78878395,5.78656895,5.83087645,6.01983895,6.72786605,6.69163535,5.97941905,5.82870265
IRGQ,5.522329627,5.555059627,5.487637627,5.429613627,5.375921627,5.779413627,5.796453627,5.453347627,5.557391627,5.318889627,5.778993627,5.650691627,5.679721627,5.518070873,5.361494373,5.610591373,5.479487373
DPYSL5,2.583974781,2.562608114,2.543491447,2.564301447,2.417258114,2.454018114,2.607801447,2.549428114,2.451781447,2.445524781,2.854571447,2.606138114,2.546868114,2.569113086,2.600366186,2.593111986,2.624644286
GPD2,6.600007921,5.830271255,6.148192921,6.372601255,6.439897921,6.071851255,5.971499588,6.876331255,6.294647921,7.289397921,5.812672921,6.029147921,6.189869588,7.337109829,6.775921329,6.986889079,6.114325729
ZDHHC24,6.931045992,6.851645992,6.653325992,7.231305992,7.080945992,7.231305992,7.184085992,7.272715992,7.113575992,7.331385992,7.249565992,7.174875992,7.143995992,7.021707008,6.882367008,6.983629008,7.093759008
FN1,12.95030774,12.19482399,12.73685649,12.92588899,13.09027899,12.72998399,12.55355149,12.53936774,12.69475524,11.75559774,12.67813274,12.66504524,12.66038774,10.26024751,9.790838509,11.47003751,14.36152151
KDM3B,6.968681141,7.075311141,7.135866141,7.005211141,7.042876141,6.870671141,6.899071141,6.841801141,6.919871141,6.912051141,6.716276141,6.886476141,6.821341141,7.067902159,7.331416859,7.105360559,6.862705259
PPTC7,7.056934374,6.763521041,7.175914374,6.797901041,6.715094374,7.469647708,7.161357708,7.090814374,6.891287708,7.559204374,7.478014374,7.595417708,7.593054374,7.361357459,7.539486459,7.390159959,7.232921959
DPF2,7.578465279,7.555469279,7.638779279,7.623455279,7.557095279,7.496759279,7.535035279,7.338361279,7.625535279,7.435373279,7.482909279,7.435049279,7.426883279,7.388402221,7.579631721,7.522354721,7.582313721
TH1L,7.557994879,7.868524879,7.883364879,7.907124879,7.946488212,7.932111546,7.898394879,7.392288212,7.416938212,7.588128212,7.962128212,7.955231546,8.027681546,8.084536454,8.092498454,7.963653454,7.760773454
ROCK1,7.871264732,8.171019732,8.078294732,8.191684732,8.333694732,8.299554732,8.487659732,8.177859732,8.025389732,7.768894732,8.373314732,8.457574732,8.627129732,8.106586268,7.969315268,8.103397268,8.862416268
ME2,7.809000583,8.502795583,8.361750583,8.075760583,7.923260583,8.341195583,8.299885583,8.258210583,8.134210583,8.220725583,8.360765583,8.354725583,8.219150583,8.299877417,7.958960417,8.009730417,8.416462417
FAM36A,7.151321341,7.822494674,7.766174674,7.539488008,7.564241341,8.246494674,8.211641341,7.923564674,7.642801341,7.513008008,8.182484674,8.295538008,8.360524674,8.237626576,7.730281376,7.889288126,7.787783076
TGFBR1,4.735017186,4.022857186,4.763080519,3.982837186,3.857177186,5.559567186,4.987043852,4.865893852,4.815167186,5.190950519,5.506550519,5.338187186,5.381820519,5.220449481,4.746044281,4.042188481,5.395058081
ALKBH4,5.061899444,5.840789444,5.376319444,5.086839444,5.247539444,5.078419444,5.259119444,5.514959444,5.212619444,4.986869444,5.280339444,5.180279444,5.211169444,5.205623556,5.530402556,5.235611956,5.448749056
PPP4R1,7.267331473,7.597223973,7.712603973,7.541763973,7.464786473,7.823488973,7.769963973,7.142086473,6.975768973,7.081118973,7.819186473,7.815378973,7.877301473,7.144598827,7.279937127,7.015260527,7.850159027
TMEM87B,8.453066911,7.177600244,7.426573578,7.763213578,7.850340244,7.805283578,8.127436911,7.616320244,7.703066911,7.979156911,7.750880244,7.820926911,7.816196911,7.797272756,7.434049756,7.379103756,7.800465056
NAB1,6.725234768,6.151687625,6.158281911,6.115914768,6.050416196,5.809131911,5.705343339,6.116914768,5.923154768,6.337493339,5.756774768,5.835427625,5.862453339,6.143864232,7.059559432,5.949835732,6.145818732
NINL,5.039277893,5.103831226,4.950537893,4.862927893,4.776401226,4.708191226,4.894377893,4.698421226,5.060381226,4.768437893,4.55479456,4.646887893,4.602917893,5.03540144,4.50547544,4.76766744,4.80940844
CCDC88A,5.691826328,6.027414328,6.538236328,6.248018328,6.261290328,6.208474328,6.058996328,6.099668328,6.023962328,6.267574328,6.139324328,6.085206328,6.255270328,6.129449372,5.291307872,5.857184672,6.697516672
SUZ12,6.508749624,6.602029624,6.737222957,6.48940629,6.642572957,6.701609624,6.54691629,6.578562957,6.54228629,6.38308629,6.60119629,6.77673629,6.79005629,6.959857043,6.602271343,6.557930743,6.694926543
RBM47,6.523428577,5.739672577,5.561492577,5.734558577,5.767296577,5.301106577,5.237972577,6.270378577,5.695974577,6.570616577,5.342042577,5.526902577,5.447140577,7.574757923,6.313333423,7.153116423,5.898591423
ATP10D,4.658285381,4.544717881,4.356442881,5.208212881,5.279825381,4.920397881,5.235020381,4.495897881,4.460552881,4.552057881,4.907072881,4.899290381,4.768832881,4.586782119,4.965861919,5.034886419,4.375380619
GRIA1,2.981298854,2.976611354,3.010731354,3.122651354,2.910846354,2.908461354,2.886703854,2.953921354,2.795386354,3.037561354,3.008683854,2.934623854,2.921833854,3.353386946,3.553707446,3.748747146,2.473106946
DSP,9.527625538,8.592495538,8.951280538,11.13470554,11.17313554,7.842560538,8.069920538,10.03874554,10.32817054,9.274065538,7.651380538,7.775365538,7.782295538,10.31649996,11.69647046,9.641682962,8.422056112
ABCA1,7.601389128,7.051102461,6.824942461,6.364762461,6.402402461,5.993375794,6.561405794,6.710805794,6.782989128,6.450199128,6.089802461,6.071175794,5.940299128,5.878407189,6.478640839,6.802646039,6.583283739
