,GSM4331587,GSM4331588,GSM4331589,GSM4331592,GSM4331593,GSM4331594,GSM4331595,GSM4331596,GSM4331597,GSM4331599,GSM4331600,GSM4331601,GSM4331602,GSM2198196,GSM2198197,GSM2198198,GSM2198200
TNFAIP8L1,5.885943221,6.096713221,6.424543221,6.272408221,5.915493221,6.108688221,5.573328221,5.749958221,5.630538221,5.778603221,5.915833221,6.116038221,6.312163221,6.162722779,6.025219479,6.099092779,5.839612779
OTOP2,5.446246392,5.299386392,5.189346392,5.075661392,5.019341392,5.297766392,5.086556392,4.893366392,4.863761392,5.193781392,5.249441392,5.176926392,5.152816392,4.893360908,5.041717608,4.856431308,5.150438208
C17orf78,2.662936001,2.791526001,2.687016001,2.782626001,2.674566001,2.791766001,2.688796001,2.618316001,2.563116001,2.674566001,2.668786001,2.877526001,2.618756001,3.435054299,2.150517799,2.499840299,2.285032299
SAMD7,3.137363626,3.027343626,2.964443626,3.075013626,2.743623626,2.977323626,3.036453626,2.921663626,3.191613626,3.027343626,3.060313626,3.081963626,3.031903626,2.492711874,3.011815874,2.725938674,2.646499674
C1orf173,2.358651664,2.184891664,2.338091664,2.087471664,2.056511664,2.244631664,2.413731664,2.377891664,2.292861664,2.221011664,2.138411664,2.184571664,2.259071664,1.625435536,2.450362836,2.317906136,3.608583136
HIST1H2BI,6.905532474,7.04708914,7.02199914,7.09336914,7.045495807,7.03800914,7.06353914,7.189202474,6.89085914,6.918882474,7.038222474,7.166312474,7.03462914,7.41599286,7.36437086,7.14097286,6.76324286
HIST1H4E,6.644084673,7.075494673,6.765529673,6.748644673,6.411789673,7.084454673,6.864259673,7.094639673,6.696629673,6.748109673,6.596094673,6.802579673,7.128949673,7.134661327,7.073088327,6.973261327,6.663837327
HIST1H2AJ,6.526537452,6.479867452,6.590117452,6.674877452,6.518407452,6.520577452,6.417627452,6.526537452,6.526537452,6.254037452,6.534487452,6.463647452,6.701367452,7.134675548,6.984795548,6.942440548,6.186984548
HIST1H2BE,5.028810162,5.260593495,5.298250162,5.094480162,5.253813495,5.421620162,5.128046829,5.276093495,5.198706829,5.218776829,5.330850162,5.257083495,5.159843495,5.464996338,5.422348838,5.219164838,5.027769838
HIST1H3A,5.721415947,5.971990947,5.866065947,5.859005947,6.031495947,5.829115947,5.909445947,5.906940947,5.948190947,5.805210947,6.126905947,6.202145947,6.039325947,6.446138053,6.167857053,5.980744053,5.743845053
RAB3D,6.144021792,5.753011792,6.363071792,5.748711792,5.768111792,5.957761792,5.998351792,5.984911792,6.000701792,6.139591792,5.995231792,5.845531792,6.021871792,6.734952708,7.320641208,6.444106208,5.277116208
PDZD9,2.316523703,2.420418703,2.325008703,2.392028703,2.416823703,2.513723703,2.305078703,2.486693703,2.303613703,2.445038703,2.448823703,2.316138703,2.439858703,2.399012397,2.404579697,2.524263297,2.472796497
CACNG8,6.282253446,6.320713446,6.417123446,6.626293446,6.279553446,6.417123446,6.529513446,6.283803446,6.318473446,6.247923446,6.344523446,6.266103446,6.417123446,6.193472554,6.009198554,6.541262154,6.321497554
MORC2,6.775782332,6.582642332,6.425622332,6.981962332,6.835982332,6.553172332,6.286732332,5.892982332,6.602482332,5.793212332,6.446332332,6.386102332,6.352622332,6.319001668,6.469658668,6.555544068,6.575294668
HIST1H2BN,7.655201895,7.841101895,7.734991895,7.423381895,8.275741895,7.870841895,7.906551895,7.734271895,8.004221895,7.932661895,7.761841895,8.089061895,7.844701895,7.794232105,8.000394105,7.759346105,7.865687105
GPR32,5.839515865,5.889139198,5.735775865,5.695875865,5.708155865,5.844829198,5.936555865,5.777592532,5.792495865,5.691765865,5.880142532,5.719665865,5.853059198,5.087217068,3.819412968,4.272512168,6.492231468
ZNF600,7.557216077,7.274086077,7.544756077,7.566376077,7.559846077,7.423036077,7.437576077,7.492826077,7.664376077,7.627906077,7.190866077,7.121356077,7.132546077,7.759278773,7.687399923,7.456112923,7.518753573
KRTAP6-2,4.236481223,4.463086223,4.586881223,4.548681223,4.350241223,4.528136223,4.467171223,4.407431223,4.438831223,4.392861223,4.554341223,4.678566223,4.630751223,6.043321777,4.131282277,5.137827777,4.441116777
KRTAP20-1,4.363833799,4.347308799,4.511798799,4.364378799,4.187873799,4.520598799,4.507168799,4.188363799,4.293238799,4.396563799,4.516073799,4.486938799,4.605088799,4.632668201,3.809179801,4.802994201,3.984640201
HIST1H2BH,7.6111175,7.373864167,7.6283075,7.615140833,7.552124167,7.5907375,7.493670833,7.5265675,7.4921675,7.435024167,7.4326975,7.394784167,7.500020833,7.901988833,7.729950833,7.753475833,7.240371833
GLIPR1L2,3.14495646,3.22482646,3.01484646,2.96615646,2.97200646,3.05024646,3.15110646,2.95586646,3.24182646,2.97200646,3.20275646,3.23940646,3.10057646,3.53446864,4.052936807,4.185207773,3.427871773
SNAPC5,5.24030166,5.38402166,4.88333166,5.342044993,5.287164993,5.147774993,5.290008326,5.267424993,5.317898326,5.379564993,5.36204166,5.38441166,5.27188166,5.70206104,5.148035073,5.572866707,5.520280573
IFNA10,2.103368889,1.923878889,2.135838889,1.760628889,1.964938889,2.089288889,1.836278889,1.920528889,2.013828889,2.042078889,1.946228889,1.773378889,1.946228889,2.120523011,1.909574511,1.938230011,1.897136111
PCDHA13,2.806113936,2.727893936,2.724073936,2.830443936,2.719973936,2.875103936,2.618943936,2.656883936,2.833403936,2.577203936,2.858763936,2.806113936,2.690563936,3.150515064,2.432964864,3.281200064,2.403142364
GSC2,3.928197475,3.901057475,3.807137475,3.869192475,4.125582475,4.013807475,4.062647475,3.859022475,4.070307475,4.087207475,4.096737475,3.896672475,3.999487475,3.669909525,4.195652025,3.822375825,3.764400525
OR9Q2,3.387773535,3.533118535,3.305368535,3.509058535,3.550748535,3.548303535,3.386933535,3.446913535,3.549013535,3.359838535,3.509058535,3.715663535,3.574098535,2.509455465,3.830499465,3.574159265,3.016357765
KRTAP20-2,5.810842425,6.217837425,5.986317425,5.855387425,6.043127425,6.141887425,6.203297425,6.101112425,6.083657425,5.779847425,6.254722425,6.072472425,6.256862425,6.700078575,7.168533575,5.551237575,5.386541575
SSX7,4.220147616,4.177367616,4.157307616,4.169267616,4.047977616,4.256697616,4.177367616,4.414347616,4.227697616,3.958047616,4.111367616,4.242217616,4.200947616,3.846935334,4.183651284,4.151736934,4.043871084
C3orf15,2.849473005,2.955463005,2.845453005,2.766433005,2.466473005,2.754593005,2.897503005,2.805483005,3.042613005,2.651353005,2.845853005,2.978073005,2.691173005,3.756754895,3.038959495,3.099894995,2.467277845
PCDHA4,4.175127246,4.393137246,4.420617246,4.477592246,4.154792246,4.587757246,4.515062246,4.490967246,4.472307246,4.349972246,4.557192246,4.570132246,4.577917246,4.284217754,3.799685354,4.886509754,4.263299354
PRB3,8.719247667,8.690557667,8.687517667,8.662827667,8.412577667,8.762337667,8.687517667,8.766177667,8.655937667,8.720507667,8.677007667,8.677007667,8.865347667,8.451152833,8.911960833,8.253294333,8.793656833
PCDHGB1,3.810518007,3.890613007,3.851263007,4.137788007,3.825068007,3.783048007,3.987158007,3.847713007,3.897273007,3.959263007,3.990288007,3.834643007,3.890543007,3.798943493,3.802446393,3.904234993,3.309720493
ZNF675,6.638691912,6.388671912,6.528621912,6.640731912,6.574921912,6.646521912,6.569771912,6.574921912,6.556061912,6.639691912,6.574921912,6.853421912,6.574921912,7.482561088,6.773113088,6.712847088,6.365976088
KRTAP6-1,6.627455335,6.599320335,6.795495335,6.873590335,6.644370335,6.785265335,6.681865335,6.672830335,6.772705335,6.638160335,6.724300335,6.591670335,6.670600335,7.180955665,6.602021065,6.615924265,6.226642665
KRTAP19-4,2.289380413,2.445205413,2.231595413,2.348780413,2.489710413,2.604645413,2.286285413,2.240825413,2.263005413,2.522125413,2.336285413,2.336285413,2.415685413,2.451674587,2.105416887,2.301354187,2.166725587
SFT2D1,9.617363443,9.365103443,9.152043443,9.320663443,9.350663443,9.282223443,9.399803443,9.203203443,9.264003443,9.315653443,9.270593443,9.324443443,9.295093443,9.758184557,9.226479557,9.752946557,9.103985557
LOC650293,3.616823607,3.363773607,3.387733607,3.288023607,3.253033607,3.162803607,3.574853607,3.426673607,3.518973607,3.511253607,3.621133607,3.244873607,3.291653607,3.877882243,3.775484443,3.484544043,3.239134393
DEFB128,4.148345247,4.156175247,4.276965247,4.316695247,4.186100247,4.162105247,4.278510247,4.075185247,4.054150247,4.148100247,4.220355247,3.901285247,4.045620247,3.450583453,4.324731353,4.046068753,4.281784053
DNAJC12,3.810808138,3.603843138,3.575773138,3.704398138,3.505958138,4.479158138,4.068413138,3.969698138,4.006813138,3.482923138,4.615153138,4.355953138,4.152718138,3.131952562,3.184815662,3.641000262,4.369236862
ARHGAP22,7.513952625,5.305092625,6.219452625,6.172712625,5.950352625,5.617352625,5.542582625,6.301442625,4.984052625,5.183992625,5.393602625,5.394832625,5.523922625,5.273211375,4.782448375,5.301619875,6.044831375
POU3F3,4.268475917,4.318375917,4.441610917,4.178590917,4.242435917,4.355235917,4.638925917,4.085890917,4.312100917,4.191050917,4.606235917,4.280535917,4.523445917,2.873795583,7.027760083,3.930437583,2.587261083
PLEKHG2,6.146969378,6.625399378,6.582669378,6.174259378,6.343659378,6.556919378,6.551779378,6.393569378,6.356279378,6.206919378,6.376259378,6.422499378,6.429369378,5.238545122,4.999862322,6.405757122,7.547827622
DEPDC5,5.13592775,5.205981083,5.44546775,5.24705775,5.34616775,5.30825775,5.166034417,5.266824417,5.192554417,5.168941083,5.251791083,5.24338775,5.239001083,5.393772417,5.212451917,5.533461917,5.359671417
KRTAP10-12,9.579686271,9.780626271,9.748666271,9.654276271,9.736606271,9.780626271,9.780626271,9.759726271,9.780626271,9.883736271,9.710726271,9.544696271,9.803246271,9.846016729,11.12574923,10.02703423,9.389052229
KRTAP10-1,7.962784101,8.182334101,7.940834101,7.662074101,7.610294101,7.991864101,7.979044101,8.022734101,7.955404101,7.913834101,7.963474101,8.055364101,8.015504101,8.071919899,8.827393899,8.208220899,7.667206899
TDRKH,4.082959195,3.874674195,4.063649195,4.326454195,4.004694195,4.057614195,4.144074195,4.067279195,4.007969195,4.045454195,4.026254195,4.146624195,4.075999195,4.747811805,4.310133205,4.760041805,4.639443805
KRTAP19-1,4.929214333,4.546997666,4.730417666,4.764211,4.411174333,4.661594333,4.807234333,4.730347666,4.735907666,4.511977666,4.755721,4.793134333,4.804517666,6.591342,6.2147736,4.154931,3.692832
KRTAP10-9,8.211688489,7.796908489,7.860018489,7.745598489,8.049618489,7.785118489,8.009518489,7.959588489,7.930858489,8.060248489,7.938258489,7.793918489,7.838938489,8.353141511,9.875687511,8.683353511,7.360600011
RPL38,13.76313624,14.33898624,14.18963624,14.17303624,14.22833624,14.46193624,14.31438624,14.27003624,14.30003624,14.05978624,14.40838624,14.36458624,14.36513624,14.42974976,14.14314176,14.63219976,14.08969576
PRB1,6.80919872,6.81308872,6.87384872,6.721985387,6.65002872,6.873542053,6.806285387,6.837015387,6.850265387,6.77054872,6.844382053,6.711542053,6.797032053,6.99403348,6.74704103,6.83482543,6.63748703
C7orf46,3.865074437,3.817861103,3.900081103,3.949761103,3.74788777,3.885534437,3.96559777,3.89428777,3.887534437,3.983961103,4.039354437,4.02336777,3.978691103,5.018454647,5.116078747,4.443029197,3.595320247
UNCX,10.86537338,11.02904338,10.90994338,10.97150338,10.87478338,10.89099338,10.88935338,10.87240338,10.97047338,10.89020338,11.02045338,10.80315338,10.90218338,10.99039862,11.10499262,11.09878162,10.93049962
ZNF835,5.278760375,5.367970375,5.187900375,5.204110375,5.008530375,5.449210375,5.160405375,5.214310375,5.247450375,5.227015375,5.370725375,5.484115375,5.230715375,5.539717625,5.383210425,5.510627925,5.268736125
TMEM211,5.221777137,5.300182137,5.237347137,5.040432137,4.759497137,5.399357137,5.272102137,5.159762137,4.888732137,5.082962137,5.201372137,5.307352137,5.350777137,6.429107563,5.315688863,6.097111563,4.592509163
PYGO1,5.084349934,5.272124934,5.396769934,5.145109934,5.426439934,5.443319934,5.516234934,5.718029934,5.799294934,5.679529934,5.708039934,5.590739934,5.598454934,4.461916466,4.177477366,4.523614466,5.927752066
WDFY4,4.856745592,4.882635592,4.786405592,4.913525592,4.712655592,5.034375592,4.876165592,4.418685592,4.856745592,5.197255592,4.661735592,4.956875592,4.662915592,4.530607808,4.658398975,4.828569208,5.190505108
CLCN6,5.07553872,5.026737053,5.160780386,4.970377053,4.78682872,4.973870386,5.135052053,5.03082372,4.951040386,5.002485386,4.944905386,4.988952053,4.980520386,4.84679368,4.867387747,4.862472214,5.216287114
SCAND1,8.139699044,8.209764044,8.097894044,8.202324044,8.095354044,8.161424044,8.194699044,8.185189044,8.025584044,8.127184044,8.174564044,8.125249044,8.072279044,8.277855556,7.884214956,8.310845456,7.925376556
PNMAL1,5.621552695,4.680842695,5.589312695,3.180452695,3.248922695,3.111222695,3.361462695,5.243922695,3.935392695,6.756332695,3.363092695,3.546512695,3.177822695,6.444609305,3.078523905,3.486322305,3.422368605
ZNF680,3.776916711,3.768886711,3.598931711,3.734076711,3.509081711,3.594926711,3.447431711,3.784221711,3.705761711,3.685656711,3.503641711,3.461581711,3.482066711,3.541106139,3.516483339,3.502627689,3.636767339
MARK4,5.164832566,5.311602566,5.117452566,5.226552566,5.207182566,5.113222566,5.384552566,5.075322566,5.419152566,5.111342566,5.326712566,5.418172566,5.104652566,5.221973534,5.294243801,5.438978367,4.935383601
GRK7,2.402988061,2.526758061,2.351618061,2.478543061,2.556513061,2.505873061,2.255958061,2.331473061,2.625098061,2.695278061,2.633198061,2.390078061,2.587773061,2.455267439,2.534007739,2.568243239,2.464996939
MOGAT2,4.491568439,4.441950939,4.391155939,4.543053439,4.544248439,4.591020939,4.465353439,4.484925939,4.363955939,4.371975939,4.361495939,4.555860939,4.373480939,6.336059561,3.942367561,5.437375561,3.077678861
HIST1H2AI,3.760361647,3.749374981,3.761518314,3.706184981,3.740918314,3.589288314,3.720144981,3.736251647,3.728218314,3.817341647,3.623871647,3.678074981,3.631294981,4.210184653,4.629945353,3.896321853,3.435563353
RNASE8,2.730173491,2.834518491,2.469783491,2.748488491,2.525758491,2.775133491,2.787308491,2.663768491,2.614193491,2.558783491,2.437283491,2.594768491,2.511783491,1.875875709,2.248966109,2.669183709,3.371807309
ACOXL,3.397434635,3.396064635,3.365274635,3.466292135,3.514054635,3.421104635,3.421794635,3.346054635,3.459612135,3.491312135,3.511157135,3.403589635,3.459557135,3.403642565,3.454567315,3.059908665,3.095489715
VPS54,7.123914274,6.740764274,7.004164274,6.855504274,7.036534274,6.799084274,7.054064274,6.595624274,6.860034274,6.885514274,6.732974274,6.696604274,6.840294274,7.287816226,6.908830226,6.867257526,6.898942576
PCDHA6,3.52870213,3.59456213,3.47856213,3.44539213,3.28688213,2.96911213,3.62837213,3.44116213,3.40747213,3.46565213,3.27532213,3.42002213,3.33080213,4.17221457,2.42556217,4.15800667,2.07362587
PCDHA7,6.74248336,6.76457336,6.68354336,6.98279336,6.66963336,7.00116336,6.68067336,6.54507336,6.58794336,6.78527336,6.56819336,6.80966336,6.66801336,6.93444464,6.85476564,6.60910464,6.61122764
OSTBETA,3.692509778,3.396599778,3.627654778,3.299339778,3.686764778,3.632199778,3.485969778,3.431779778,3.545544778,3.640959778,3.384044778,3.505859778,3.551334778,3.883954222,3.765152222,3.991582222,3.384766222
GRIP2,3.169171706,3.120526706,3.095201706,2.941701706,2.826271706,3.133361706,3.096271706,2.974761706,3.148151706,3.620776706,3.185911706,3.204426706,3.099466706,2.225300594,2.633384494,3.147345594,3.064697494
PARD6A,2.891917912,3.786187912,3.734197912,3.371907912,3.109007912,3.627207912,3.245917912,3.567377912,3.598867912,3.151907912,3.599567912,3.341877912,3.517527912,3.754018488,3.427151388,3.550290288,3.239871588
RPL36,9.561499467,9.907956134,9.856319467,10.11502613,9.894249467,9.880679467,9.828506134,9.862006134,9.9348228,9.7961528,10.05060613,9.918109467,9.873399467,10.22554787,10.30933737,10.19033187,9.525981866
C21orf56,6.488935012,7.427885012,7.024825012,6.105325012,6.436655012,6.147545012,6.255065012,6.230115012,6.346265012,6.367875012,6.096745012,6.052485012,6.313985012,6.302529988,6.426312988,6.530671788,6.555230988
RPL9,11.37167648,11.64101048,11.61989248,11.71417048,11.72133248,11.59941848,11.51911848,11.55371448,11.56878448,11.53979248,11.61241448,11.70189248,11.57226648,12.28312952,11.65546552,12.27048052,11.70558152
IFITM3,13.66652264,13.06812264,13.36572264,12.63532264,12.20622264,12.13812264,12.50372264,12.74602264,12.95172264,13.44592264,12.15582264,12.41312264,12.23492264,12.23638036,11.46572736,12.82142536,13.60058236
LCE1D,12.99222777,12.91866777,12.93312777,12.76285777,12.84795777,12.85859777,12.92464777,12.91497777,12.77690777,12.82598777,12.90201777,12.71770777,12.92117777,12.85039323,12.92039923,12.85039323,12.89604223
LCE3D,5.053409538,5.159019538,5.229439538,5.138549538,5.307219538,4.944069538,5.246869538,5.025829538,5.404489538,5.192009538,4.931959538,5.168679538,5.063999538,4.042829462,6.018391962,4.617592462,4.803894862
LCE1A,10.89703889,11.02668889,10.95298889,10.74196389,10.83365389,10.82085889,11.00301389,10.87092389,10.88395889,10.84870389,10.93295389,10.83620389,10.88280889,10.78695411,11.02788311,10.57688811,10.98728311
IGLL1,5.450898258,5.291628258,5.344583258,5.329633258,5.653713258,5.321478258,5.386973258,5.515458258,5.470453258,5.505938258,5.263633258,5.246058258,5.447758258,5.134830242,4.652189592,5.868051042,7.330574092
BAI1,6.651209671,6.350899671,6.601859671,6.571509671,6.735719671,6.915719671,6.577589671,6.324749671,6.305389671,6.651209671,6.624429671,6.632859671,6.742609671,6.389165329,7.064023329,6.462039329,6.491604329
CRISP2,3.472353043,3.126473043,3.141823043,3.436673043,3.016883043,3.350173043,3.172023043,3.399803043,3.338223043,3.386423043,3.698223043,3.513453043,3.163953043,4.521455357,3.237701657,3.966700807,2.850471707
MAGEA12,3.278965062,3.224695062,3.406845062,3.340955062,3.231715062,3.321795062,3.321795062,3.495795062,3.240365062,3.425855062,3.360515062,3.321795062,3.327555062,2.729214538,3.244065438,3.664489938,2.813432638
RSRC1,7.490873486,8.724303486,8.807303486,6.898443486,6.786393486,7.168313486,6.685493486,6.559383486,6.569673486,7.578963486,6.783403486,6.685163486,6.804613486,6.791329114,6.804170514,7.016524014,7.831084914
DEFB134,2.76739233,2.75160733,2.76895733,2.58083233,2.56059733,2.84965733,2.61210233,2.64779733,2.62114733,2.59477233,2.81044733,2.72373733,2.32506733,2.43891267,2.77041947,2.36778467,2.49072857
TAS2R30,4.531537947,4.517307947,4.335407947,4.417337947,4.677357947,4.410057947,4.569697947,4.335227947,4.562397947,4.133877947,4.384297947,4.281927947,4.485567947,4.344683753,5.022501053,4.039511853,4.708538053
XAGE3,2.606883247,2.624333247,2.697619914,2.638816581,2.653553247,2.641563247,2.481389914,2.628219914,2.667766581,2.843656581,2.696539914,2.469869914,2.818089914,3.078673019,2.871764619,3.006826419,2.091522019
MTNR1A,2.840513938,2.959383938,2.776143938,2.644523938,2.924423938,2.713833938,2.909803938,2.927263938,2.862763938,2.753853938,2.835173938,2.741463938,2.967433938,2.458713062,2.487075262,2.529813862,4.611074262
SPEF2,3.79597415,3.78208915,3.91877915,3.70278915,3.72335415,4.10607915,3.91168915,3.82566915,3.96861415,4.30069915,4.01396415,3.91655915,3.90707415,3.2227056,3.39059505,4.34305935,4.03530175
UTS2R,11.36303857,11.53702857,11.49977857,11.54388857,11.55973857,11.54322857,11.49574857,11.50915857,11.50116857,11.42223857,11.65449857,11.62961857,11.45213857,11.56627843,11.56627843,11.65485343,11.52134643
FIG4,6.105909407,6.283859407,6.437069407,6.396379407,6.224329407,6.183289407,6.555849407,6.106409407,6.193319407,5.950749407,6.407789407,6.432509407,6.266629407,6.541725526,6.369300726,6.377924993,6.596103493
PKD1L3,3.811417793,3.902152793,3.741512793,3.699137793,3.841642793,3.791807793,3.823422793,3.951482793,3.924307793,3.851472793,3.930692793,3.697262793,3.768367793,3.596896207,3.563784807,3.547998607,3.975993207
EPPK1,5.823217689,5.783062689,5.647807689,5.953712689,5.817832689,5.796747689,5.852662689,5.754022689,5.867132689,5.800287689,5.727377689,5.910007689,5.964242689,6.297661311,7.673299311,5.582117311,4.787330611
ALG1L,4.889866518,5.026826518,5.243926518,5.230556518,4.994576518,5.050236518,5.262956518,5.001156518,4.985266518,5.107896518,5.169156518,5.172616518,5.115116518,4.928900882,4.606837482,5.043636082,5.179124082
UGT2B11,4.179078123,4.325848123,4.025548123,4.244358123,4.046348123,4.118208123,4.179078123,4.230738123,4.186668123,3.999988123,4.349348123,4.136248123,4.180568123,6.468099377,4.850124177,4.344528677,4.360770477
TPM2,9.435884968,10.04585497,10.10385997,10.16109497,10.23736497,9.904169968,10.47809497,9.838387468,9.525044968,9.143727468,9.886372468,9.856469968,9.868994968,10.75986078,8.746761032,10.44916628,9.844516032
AURKAIP1,8.337276693,8.580780026,8.365050026,8.980406693,8.993096693,8.814920026,8.59825336,8.467276693,8.38820336,8.35988336,8.846536693,8.77170336,8.864576693,9.344056974,8.512120974,9.230330974,8.214417974
PGAM4,3.740861519,3.951361519,3.932951519,3.890281519,3.865841519,3.841171519,3.456501519,4.103131519,3.803951519,4.053331519,3.740861519,3.522351519,3.646341519,3.999480481,4.038130881,3.373189981,3.960987181
CCKAR,3.166168634,3.388798634,3.343978634,3.388798634,3.363098634,3.420748634,3.460278634,3.233488634,3.400198634,3.400418634,3.532288634,3.205748634,3.577628634,1.360501066,2.132170166,1.879743366,3.645435766
C15orf40,6.041983931,5.924800597,5.932267264,5.942270597,6.051877264,6.131088931,6.115232264,5.927433931,6.047260597,5.867768931,6.146372264,6.030280597,6.084042264,6.120607236,6.226312036,6.273425736,6.245417736
AGRP,4.535471203,4.696726203,4.917386203,4.542246203,4.678836203,4.837981203,4.587616203,4.938791203,4.726526203,4.821956203,4.795626203,4.688401203,4.737316203,4.636381397,4.500534297,4.716433797,4.700145497
TBX5,3.986621312,2.330494645,2.293541312,2.908612979,3.029587979,2.199077979,2.361629645,2.228091312,2.203971312,2.337506312,2.176212979,2.284309645,2.317829645,2.020828221,2.066989021,2.134393221,3.963978621
ST8SIA1,6.287446816,7.551286816,6.383456816,6.103076816,5.950906816,6.613006816,6.648426816,6.665626816,6.308376816,6.016326816,6.962986816,6.374776816,6.492396816,6.195925184,6.544337184,6.785242184,6.012334184
TRPT1,6.27175625,6.41420625,6.73411125,6.58214125,6.54659125,6.50497625,6.38245625,6.65471625,6.62434625,6.52994625,6.55936125,6.67703625,6.40417625,6.9533494,6.59107,6.78376525,6.31900325
HECTD2,4.780589474,4.995239474,4.872604474,4.826691974,5.005851974,4.658999474,4.765274474,4.743446974,4.694049474,4.550424474,4.595726974,4.702549474,4.601164474,4.323214526,4.181191126,4.290392826,5.693758826
KRT33A,4.993875447,5.001110447,5.059905447,4.937760447,4.877135447,5.081910447,5.174875447,5.104240447,5.134215447,5.105490447,5.348595447,5.202220447,5.089765447,4.651506553,6.578597053,4.852497053,4.503550953
FXN,6.826321715,6.991255049,6.934035049,6.859798382,6.819338382,7.085541715,7.019695049,6.879068382,6.928795049,6.753538382,7.015475049,7.198648382,7.084428382,7.044489951,6.996108451,6.663206201,6.903559451
SH2D2A,4.589990464,4.782305464,4.429330464,4.714820464,4.562315464,4.755865464,4.764970464,4.612775464,4.464980464,4.595560464,4.744175464,4.653490464,4.684660464,4.548169786,4.511444836,4.596811736,4.784023936
SSX3,5.095787159,5.212612159,5.125037159,5.079197159,5.328762159,5.227177159,5.161727159,5.244442159,5.133857159,5.286672159,5.219667159,4.986782159,5.283812159,4.567501341,5.330706191,4.886010841,5.163334991
NOP16,5.709245956,5.683965956,5.636769289,6.039965956,5.949925956,6.156465956,5.948152623,5.773595956,5.506589289,5.605952623,6.191695956,6.285019289,6.315175956,6.853306711,5.550687711,6.205576711,5.598027711
NT5C1A,2.864083562,3.212113562,3.164213562,3.187998562,2.911913562,2.970838562,3.127073562,3.163158562,3.157468562,2.939188562,3.111388562,3.192423562,3.202333562,3.871414638,3.001077638,3.511251938,2.601822438
CEMP1,4.764734304,4.910214304,4.880184304,4.730524304,4.723249304,5.224044304,5.124989304,4.958884304,4.949009304,4.636164304,5.138924304,5.038779304,5.197279304,5.036034196,4.821735396,4.976794296,5.031604296
PLCB3,6.202702087,6.763492087,6.651742087,6.331292087,6.135047087,6.184127087,6.153447087,5.826632087,5.885557087,5.772447087,5.985487087,5.906047087,5.997457087,5.944518913,6.321431613,5.978308713,6.020275613
HOXA10,9.489676163,6.665756163,6.573756163,9.973466163,10.68736616,6.264056163,6.298036163,6.334046163,6.374736163,6.063186163,6.570636163,6.205276163,6.175536163,6.695291337,7.456844587,7.485461087,7.992436187
AREG,4.134339181,3.762029181,3.712299181,3.762029181,3.623979181,3.878099181,3.922899181,3.815659181,3.799669181,3.799669181,4.248159181,3.922899181,4.022799181,4.907904319,3.907091069,3.481618469,3.472961319
MLXIPL,5.513361767,5.659299267,5.525444267,5.670599267,5.522409267,5.660039267,5.652591767,5.404501767,5.606604267,5.549434267,5.737824267,5.697684267,5.611646767,6.999757133,5.268254733,8.018865033,4.796166733
LHB,8.382918895,8.251988895,8.391718895,8.302558895,8.611008895,8.362438895,8.400768895,8.144548895,8.308928895,8.144668895,8.360858895,8.321188895,8.452508895,8.352460105,8.602883105,8.259673105,8.225646105
HLA-C,13.25331202,10.16880535,10.16723535,9.272845351,8.897718684,11.01005868,11.04747535,9.773842018,10.13097535,10.24171202,11.08361202,11.14208202,11.04467535,9.593658982,10.91722098,9.709535982,11.90809898
CYP2C19,2.314790331,2.339625331,2.286365331,2.252105331,2.434265331,2.425325331,2.492790331,2.374420331,2.426930331,2.215945331,2.562275331,2.588030331,2.495665331,1.749253269,3.204613369,4.217041969,1.765059369
TTN,3.098581417,3.129411417,3.281351417,3.176216417,3.332716417,3.200926417,3.251626417,3.233906417,3.394521417,3.290576417,3.183191417,3.319921417,3.108656417,3.387509933,2.864139733,3.581542383,3.591346233
KRTAP10-8,9.055416311,9.099596311,9.087516311,8.967236311,9.117826311,9.116456311,9.112736311,8.937656311,9.181266311,9.000566311,9.117826311,9.000686311,9.003116311,8.283399689,9.544059689,8.624819689,9.323156689
SLC6A15,2.469830347,3.157110347,2.918870347,2.728300347,2.564240347,2.296560347,2.291565347,2.768585347,2.555775347,2.399060347,2.382650347,2.363015347,2.385840347,2.705897303,2.790079203,2.695810703,1.991619953
ZNF735,4.607185242,4.525575242,4.424955242,4.425575242,4.177905242,4.322795242,4.351775242,4.687965242,4.425575242,4.216295242,4.481565242,4.425575242,4.621795242,4.974760758,4.711405258,4.274188458,4.572576458
DSN1,6.818576756,6.402726756,6.709486756,6.686866756,6.821766756,6.469396756,5.921586756,6.641966756,6.586116756,6.595976756,6.110426756,6.173896756,6.116296756,6.337730544,6.580876944,6.467561844,6.576393244
NXNL2,3.500504069,3.369400735,3.351794069,3.798794069,3.412467402,3.301950735,3.374740735,3.424247402,3.341040735,3.455777402,3.567437402,3.463464069,3.468504069,2.802656915,3.876476065,3.809433115,3.333688815
OR6P1,3.600753384,3.749783384,4.091303384,3.558453384,3.761643384,3.663223384,3.719063384,3.490573384,3.641253384,4.170163384,4.014893384,3.764543384,3.761643384,3.561743616,3.403797116,2.820139616,4.176046616
SP9,6.038623495,5.556928495,5.540643495,5.564238495,5.781273495,5.465693495,5.555328495,5.496773495,5.614703495,6.440693495,5.435713495,5.494148495,5.683438495,5.250589805,5.643236205,5.036813105,5.092171305
