,logFC,AveExpr,t,P.Value,adj.P.Val,B,regulate
ADCY8,-1.159713307,4.13378188,-2.443105123,0.021835596,0.122895915,-3.804006122,unchanged
EPHX2,-1.158666185,5.642111461,-2.905807187,0.00748787,0.0695901,-2.828400653,unchanged
STAC2,-1.154326218,6.756760444,-2.418756891,0.023051834,0.125511035,-3.852629097,unchanged
TNFSF4,1.153318371,4.504360237,2.920519825,0.007229218,0.068215936,-2.79593658,unchanged
LUM,1.151703875,10.18721695,2.191386345,0.037794799,0.163745039,-4.29159838,unchanged
SFRP4,1.151259253,5.082506174,1.569270794,0.128951091,0.3198775,-5.330411601,unchanged
TTC12,-1.149370438,5.010138666,-8.820563455,3.28E-09,2.43E-06,11.16063316,down-regulated
LOX,1.144412207,10.37392045,3.194880343,0.003713807,0.047146841,-2.176944645,up-regulated
CYP39A1,-1.143579965,4.420140284,-4.4223003,0.00016128,0.005826996,0.800228338,down-regulated
FAM83D,-1.142756131,4.906978809,-3.277744484,0.003026275,0.041253934,-1.985384224,down-regulated
CYB5R2,-1.141686595,6.808766736,-9.892489283,3.36E-10,4.51E-07,13.30162808,down-regulated
CXCR7,-1.138785838,6.325386485,-2.899785502,0.007596248,0.069850872,-2.841664736,unchanged
COL6A3,1.138144361,8.867132839,3.155127835,0.004094825,0.049382147,-2.26813107,up-regulated
SCGB1D4,-1.133315423,3.676198469,-2.690686089,0.012426502,0.090814253,-3.293488455,unchanged
NOG,1.131504326,4.099010128,3.703351956,0.001035974,0.020941982,-0.974566538,up-regulated
FABP4,-1.130702339,4.424483894,-2.273395249,0.031701452,0.149603314,-4.136511352,unchanged
SLC12A2,-1.128302923,6.87817155,-2.853467418,0.008481046,0.074112604,-2.943236076,unchanged
CERCAM,1.12824053,8.227383806,3.798239728,0.000812671,0.017875005,-0.744164111,up-regulated
ADAMTS2,1.125497312,8.179282637,3.194258971,0.003719491,0.047178472,-2.17837361,up-regulated
PPM1H,-1.125480782,4.67909046,-5.322673336,1.54E-05,0.001184173,3.06014592,down-regulated
PHLDA1,-1.123785903,7.05916413,-3.584377965,0.00140217,0.025137507,-1.261132978,down-regulated
INHBB,-1.123489126,7.318286852,-3.067491482,0.005071844,0.055392928,-2.467430429,unchanged
C1orf21,-1.123239536,6.220479092,-5.120481722,2.61E-05,0.001670762,2.553373821,down-regulated
KIAA1671,-1.12259851,6.043657088,-8.952441685,2.46E-09,2.14E-06,11.43313209,down-regulated
GRB14,-1.122595123,4.382155431,-2.092658919,0.046517415,0.18141669,-4.473159308,unchanged
GJB6,-1.121008537,5.491227315,-1.84743254,0.076355834,0.236637458,-4.898029642,unchanged
PLIN4,-1.120993354,6.05770219,-1.906617184,0.067934967,0.221948929,-4.799052685,unchanged
KBTBD13,1.120054579,8.453995746,2.980603645,0.006258494,0.063808758,-2.662546291,unchanged
HBB,-1.118838404,7.150394195,-1.639907584,0.113343548,0.295497109,-5.225926056,unchanged
ELOVL2,-1.115655928,2.98755446,-2.687369438,0.012522485,0.091038841,-3.300510791,unchanged
PRKCE,-1.115611923,5.296547544,-5.156309692,2.37E-05,0.001565638,2.643280101,down-regulated
KLF4,-1.112127845,8.846889831,-3.528071047,0.001616928,0.027648683,-1.395763711,down-regulated
MICAL1,1.104207027,7.300792875,4.221001768,0.000272493,0.008603909,0.297842095,up-regulated
RFX8,1.103769112,5.145834233,3.529847397,0.001609687,0.027563436,-1.391526773,up-regulated
FBLN7,1.102142131,7.164423228,5.898248063,3.50E-06,0.000465458,4.490077398,up-regulated
TBX3,-1.101238346,7.064185719,-2.89526848,0.00767852,0.070127004,-2.851605633,unchanged
LAMB3,-1.098989886,6.180097571,-2.583059037,0.015920359,0.103875249,-3.518901386,unchanged
SPAG4,1.094985458,5.134720614,4.029190559,0.000448211,0.011701792,-0.177615651,up-regulated
C7orf69,-1.093721417,3.38159733,-4.174303883,0.00030766,0.009393171,0.181750914,down-regulated
SLFN5,-1.092983904,7.311818848,-5.723562563,5.47E-06,0.000589898,4.058618716,down-regulated
ZNF423,1.088835842,5.510747369,5.209199391,2.07E-05,0.001408348,2.775924725,up-regulated
SYBU,-1.087507363,6.236609764,-9.635082363,5.73E-10,7.05E-07,12.80277401,down-regulated
TSHZ3,1.086577969,5.954752137,5.333564264,1.50E-05,0.001173751,3.087394886,up-regulated
THBD,1.082545741,6.633281088,2.888891828,0.007796104,0.070807422,-2.865626194,unchanged
DBC1,1.081285202,2.84837885,1.992607773,0.057145813,0.202285578,-4.651143787,unchanged
CHST11,1.078350703,4.830924553,5.125320755,2.57E-05,0.001667433,2.565519065,up-regulated
CNKSR3,-1.075989715,6.689643618,-4.201233723,0.000286865,0.008961958,0.248674661,down-regulated
KIAA1199,1.075892451,6.46805517,3.698079254,0.001050009,0.021131488,-0.987323358,up-regulated
AQP3,-1.075832449,7.258179559,-2.300479581,0.029894102,0.144726727,-4.084471248,unchanged
KLK7,-1.072225678,5.734578313,-1.740918234,0.093791416,0.264697433,-5.070136919,unchanged
CSRP2,1.071283521,7.61174469,2.798725337,0.009652579,0.079431187,-3.062216813,unchanged
CHSY3,1.069330775,5.582821876,2.529431843,0.017984731,0.111336558,-3.629253573,unchanged
RIT2,1.069272818,6.06647384,2.603969588,0.015176931,0.100704762,-3.47551194,unchanged
HOXD4,1.065655134,3.859426076,6.987591026,2.30E-07,5.76E-05,7.109709115,up-regulated
PAPPA,1.065029702,6.11593364,3.722587002,0.000986316,0.020186696,-0.927986737,up-regulated
ELK3,1.063993474,8.277492235,5.547954558,8.60E-06,0.000803926,3.622502208,up-regulated
COL5A1,1.062537197,10.7230671,2.780320289,0.010079679,0.081170252,-3.101953637,unchanged
MFAP4,1.062502709,7.852028139,3.403631996,0.0022113,0.033652294,-1.69079376,up-regulated
TUBB3,1.062340201,7.179462397,2.223750258,0.03527386,0.15768637,-4.230847526,unchanged
ARHGAP24,1.061312897,5.701858914,9.102996577,1.77E-09,1.75E-06,11.74108235,up-regulated
PRR15L,-1.060446486,4.274005437,-2.298513916,0.030022046,0.144892665,-4.088261552,unchanged
MFI2,-1.059769907,5.380759721,-2.924955886,0.007152912,0.067992665,-2.786132647,unchanged
HBD,-1.059641175,6.696423196,-1.585355909,0.125249311,0.314079773,-5.306947724,unchanged
RANGAP1,-1.058030872,8.436217569,-5.71190834,5.64E-06,0.000599078,4.029745817,down-regulated
RDH12,-1.057892506,5.534002669,-1.738024794,0.094308883,0.265396348,-5.074701558,unchanged
USP9Y,-1.057073174,4.829692417,-1.794078974,0.084705493,0.250988407,-4.9852224,unchanged
KLF5,-1.0517862,6.517789738,-2.350437578,0.02680467,0.1361143,-3.987442501,unchanged
NAP1L2,-1.051221628,3.042425576,-2.254958192,0.032987962,0.152124296,-4.171705969,unchanged
EFEMP1,1.050250455,8.915382804,1.762060593,0.090083063,0.257932604,-5.03660341,unchanged
SLC4A4,-1.049361792,3.322584999,-5.211629925,2.06E-05,0.001406457,2.782018002,down-regulated
CTSL2,-1.048961914,4.787289815,-1.977212652,0.058958832,0.205479874,-4.677974513,unchanged
TMEM170B,-1.048225975,4.448183163,-6.549169774,6.77E-07,0.000135216,6.071846928,down-regulated
SLC38A1,-1.045373297,7.333974182,-5.892005505,3.55E-06,0.000468716,4.474703352,down-regulated
TRPV2,1.044938843,4.933179212,2.829220858,0.008982306,0.076502326,-2.996079981,unchanged
COL6A2,1.043522647,9.470053316,4.412296057,0.000165546,0.005937547,0.775197144,up-regulated
ENPP5,-1.039897247,4.313651718,-3.287403591,0.002954627,0.040688479,-1.962929296,down-regulated
KYNU,-1.03748635,3.339374798,-4.892692763,4.72E-05,0.002536115,1.981103104,down-regulated
RECK,1.035556227,6.568753149,4.775531153,6.41E-05,0.003075696,1.686587742,up-regulated
EPCAM,-1.035039441,4.678021471,-2.081554856,0.047603219,0.183538071,-4.493216645,unchanged
CMTM3,1.034790405,8.836436548,4.264038146,0.000243627,0.007894911,0.404998129,up-regulated
RHOBTB1,1.034363865,4.336772027,3.040714235,0.005412467,0.057736463,-2.527832829,unchanged
FLT1,-1.033201216,5.585555488,-3.660278017,0.001156223,0.022333998,-1.078630157,down-regulated
DAAM2,1.033038647,7.087952825,4.875431999,4.94E-05,0.002615017,1.937713362,up-regulated
CA12,1.028512856,7.545914221,2.794630296,0.009746103,0.079788457,-3.07106982,unchanged
BCMO1,1.027600631,5.273461204,2.510918594,0.01875328,0.113118385,-3.667034674,unchanged
CEACAM3,-1.026861191,5.829609317,-1.876900704,0.072056351,0.229572092,-4.84904166,unchanged
CDK6,-1.026093968,7.561147731,-4.681803961,8.19E-05,0.003723177,1.451060873,down-regulated
PION,-1.022944524,5.341423531,-8.067306954,1.78E-08,8.91E-06,9.554866305,down-regulated
CYR61,1.019522345,10.10438883,3.556268882,0.001505651,0.026279925,-1.328426114,up-regulated
PNMA2,-1.019353746,4.509536593,-2.085253252,0.047239091,0.182975636,-4.48654451,unchanged
LRRN4CL,-1.019129517,6.954281399,-3.241822754,0.00330774,0.043955466,-2.068665992,down-regulated
SLC2A4,-1.018814593,4.267101492,-2.498789711,0.019273174,0.114926599,-3.691697695,unchanged
TWIST2,1.018738126,7.424997036,3.416310987,0.00214215,0.033007877,-1.660900088,up-regulated
ANLN,-1.017275149,5.457245196,-2.98005764,0.006266728,0.063820431,-2.663764233,unchanged
SNAI2,1.014294744,10.02821854,7.433128864,7.87E-08,2.47E-05,8.138566625,up-regulated
KCNS3,-1.01200302,5.024903652,-2.761192138,0.010542407,0.082990628,-3.143106683,unchanged
ATP2A3,-1.0117827,6.691485366,-2.444311148,0.021776918,0.122692432,-3.801589974,unchanged
GPRC5C,-1.011459797,5.740632277,-2.867853839,0.008196273,0.072873839,-2.911774851,unchanged
DLGAP5,-1.011072737,4.456241915,-2.57502784,0.016214801,0.104814574,-3.535512898,unchanged
ADAM12,1.008988016,6.359466749,2.199642647,0.037136699,0.162165782,-4.276157127,unchanged
MMP16,1.006065833,5.119757215,2.575948515,0.016180792,0.104732175,-3.533610105,unchanged
TM7SF2,-1.004464735,6.35012643,-2.247141441,0.033547558,0.153145586,-4.186570503,unchanged
COLEC10,-1.00162396,3.535424979,-3.905643565,0.000616623,0.014685085,-0.481621389,down-regulated
FZD7,-1.001219059,8.160347449,-4.308692058,0.000216883,0.00716976,0.516337412,down-regulated
MAF,-1.00108347,6.532589081,-3.598726286,0.001352057,0.024726921,-1.226720185,down-regulated
TGFB3,1.000455556,5.754875667,2.810599262,0.009386167,0.078228646,-3.036509017,unchanged
NMNAT3,-0.99995559,4.71551676,-3.164048738,0.004006181,0.048885454,-2.247709232,down-regulated
WWC1,-0.999829521,5.778155579,-2.716304476,0.011708034,0.087647269,-3.239088574,unchanged
PLAU,-0.999543503,7.581368869,-1.983525281,0.058209386,0.204022795,-4.666991072,unchanged
SYT14,0.998630668,3.485928691,3.556381755,0.00150522,0.026279925,-1.328156229,up-regulated
SRPX,0.997752108,8.11516043,4.503751446,0.000130389,0.005083797,1.004218504,up-regulated
LDLRAD3,-0.997050443,4.546739237,-5.873531112,3.72E-06,0.000480435,4.429184947,down-regulated
EFHD1,-0.995612525,5.514780836,-3.987495148,0.000499234,0.012632159,-0.280432984,down-regulated
KRTAP1-5,-0.995579918,6.99572561,-1.834763918,0.078271325,0.240710794,-4.918909581,unchanged
LOXL2,0.995047231,7.432153515,2.705230224,0.012013689,0.088985603,-3.262638644,unchanged
GALNTL2,0.994480655,5.669259723,2.641904561,0.013910263,0.096103187,-3.396292546,unchanged
BIRC3,-0.993735646,3.832270646,-2.427192624,0.022623566,0.124335592,-3.835816915,unchanged
ABCC3,0.993303474,5.151245218,3.122057178,0.004440165,0.050987427,-2.343623556,unchanged
TOP2A,-0.99304457,6.438241345,-3.480185883,0.001824512,0.029956463,-1.509716151,down-regulated
L3MBTL3,0.992475325,4.041171843,5.450194255,1.11E-05,0.000950772,3.378822763,up-regulated
COL1A1,0.990668231,11.05556285,1.686818362,0.103875103,0.280615882,-5.154494151,unchanged
MMP1,0.986190429,6.651156229,1.173088861,0.251636416,0.468017925,-5.843568093,unchanged
COL6A6,0.985108052,3.300243653,4.597579541,0.000102046,0.004305442,1.239564535,up-regulated
RASAL3,0.980511198,7.139989407,2.7677037,0.010382684,0.082530356,-3.129114163,unchanged
PPAP2A,0.979325631,10.31166731,5.22029015,2.01E-05,0.001387489,2.80372714,up-regulated
TGFB1,0.976554153,7.633181155,4.31755265,0.000211934,0.007069408,0.538447926,up-regulated
FRMD3,0.976410337,3.989757946,4.514186956,0.000126884,0.004986593,1.030376442,up-regulated
STK32A,-0.976076938,4.231728289,-2.351085313,0.026766604,0.13601448,-3.986175745,unchanged
PLXDC1,0.975412833,5.286388423,3.342492303,0.002576297,0.036889477,-1.834382124,up-regulated
ELN,0.974485893,9.982586345,3.798136972,0.000812885,0.017875005,-0.744414437,up-regulated
CELF2,0.972105513,6.4727437,2.26373129,0.032369995,0.151131567,-4.154982389,unchanged
CDC42EP3,0.971368756,7.800013165,5.499685156,9.74E-06,0.000877355,3.502258245,up-regulated
TSTD1,-0.968718956,4.802992549,-2.195344701,0.037477983,0.162981798,-4.28420019,unchanged
EZR,-0.967029327,8.692579333,-4.60203151,0.000100866,0.004295372,1.250739007,down-regulated
WLS,-0.961431515,6.884362664,-3.731052239,0.000965208,0.01994809,-0.907466407,down-regulated
NPY1R,-0.961162756,4.249923192,-2.259947062,0.032635252,0.151532058,-4.162201246,unchanged
PRSS12,-0.960971843,6.556231739,-3.231756785,0.003391038,0.044700592,-2.091937963,down-regulated
LOXL1,0.960836871,9.252424435,3.472660155,0.001859411,0.030179255,-1.527578158,up-regulated
S100A2,-0.960795763,6.849668854,-2.685450445,0.012578338,0.091336658,-3.30457171,unchanged
TMEM161A,0.960205304,7.920966862,2.522164161,0.018282887,0.111778572,-3.644104676,unchanged
CEACAM5,-0.95962702,4.35457286,-1.999085648,0.056397743,0.200733414,-4.639809098,unchanged
PTGFRN,0.958816785,7.873309237,3.708205528,0.001023218,0.020712448,-0.962819325,up-regulated
MYBPC1,-0.957774766,4.638770213,-2.484156685,0.019918155,0.116658967,-3.721357911,unchanged
BDNF,-0.956936319,4.857135157,-2.552269694,0.017076924,0.107843784,-3.582422986,unchanged
SOCS2,-0.954129816,6.910256948,-4.013094773,0.000467267,0.012071329,-0.21733167,down-regulated
TACC2,-0.9517381,6.23630613,-4.406817689,0.000167929,0.00597948,0.761492363,down-regulated
ELF5,-0.951608618,3.433357834,-2.638784794,0.014010583,0.096426908,-3.402831783,unchanged
TCF21,-0.950555904,4.223359326,-4.145281249,0.000331745,0.009804403,0.109702811,down-regulated
S100A14,-0.949688947,4.778340429,-1.942889001,0.063184056,0.213312951,-4.737247204,unchanged
PSAT1,-0.946920149,8.184053343,-2.926935866,0.007119101,0.067984422,-2.781754468,unchanged
RAB38,-0.94574021,5.434939797,-2.470354736,0.02054474,0.119072924,-3.749237842,unchanged
EXOC6,-0.944412999,5.663336465,-4.829875506,5.56E-05,0.002843551,1.823192165,down-regulated
PPARGC1A,-0.943226999,4.842800065,-1.765106484,0.089559255,0.257273933,-5.031746423,unchanged
MAP4K4,0.942749615,8.379221361,6.450000962,8.67E-07,0.000158525,5.833828013,up-regulated
IL1R1,0.942119986,8.21285546,3.05907554,0.005176626,0.056246321,-2.486440091,unchanged
TNN,0.942013236,4.284895391,2.191269739,0.037804168,0.163745039,-4.29181618,unchanged
C3,0.941144141,7.958533726,1.271906892,0.214920415,0.427752532,-5.727635732,unchanged
TPD52L1,-0.940846572,7.570835267,-1.818224505,0.080834338,0.244772338,-4.94600453,unchanged
LRRC8D,-0.940315196,7.186364968,-5.111352185,2.67E-05,0.001683702,2.530458252,down-regulated
C4orf49,-0.939571479,6.912365057,-2.031667681,0.052764691,0.194090754,-4.582397792,unchanged
SLC7A5,-0.939158252,6.3256178,-3.975745109,0.00051462,0.012845513,-0.309368502,down-regulated
SEC24D,0.938388261,7.023025814,2.984164688,0.006205044,0.063498573,-2.654600322,unchanged
KRT6B,-0.938302488,5.915449518,-1.576891678,0.127186159,0.317005264,-5.31931916,unchanged
COL16A1,0.937799705,8.945830586,3.504862455,0.001714492,0.028888317,-1.451057101,up-regulated
CDH13,-0.937799182,5.69259552,-2.132429258,0.042807543,0.174887215,-4.400713432,unchanged
EHF,-0.937381693,5.011197237,-1.870179007,0.073018135,0.231046892,-4.860267243,unchanged
HLA-DPA1,0.936572873,8.061891471,5.131140875,2.53E-05,0.001649584,2.580125791,up-regulated
ANGPTL2,0.935969208,9.114030375,2.158298445,0.040538878,0.169856699,-4.353085838,unchanged
NRP2,0.933903006,5.988094536,3.493523272,0.001764222,0.029419784,-1.478028695,up-regulated
RGN,0.933884727,4.585582311,3.733695715,0.000958708,0.019869327,-0.901055858,up-regulated
BUB1B,-0.932123228,5.41477048,-2.839858758,0.008759027,0.075602885,-2.97292335,unchanged
PRUNE2,0.930918786,5.337585421,2.191288611,0.037802652,0.163745039,-4.291780931,unchanged
CDS1,-0.92905916,3.895104288,-3.377583313,0.002360226,0.035052321,-1.752085182,down-regulated
ADAMTS16,0.927806881,4.158161576,2.618098626,0.014693072,0.099050875,-3.446081762,unchanged
WASF3,0.926830063,5.437801058,4.065315192,0.000408193,0.01088786,-0.088367913,up-regulated
HECW2,-0.926709443,5.094751442,-3.609111539,0.001316882,0.024385413,-1.201786305,down-regulated
TRIM29,-0.926553453,6.046089453,-1.427984149,0.165468712,0.368020945,-5.527950187,unchanged
RAB26,-0.926545693,3.62103609,-2.996461249,0.006023804,0.062203877,-2.62712833,unchanged
SAA1,-0.925676036,4.249354987,-1.715544257,0.098412502,0.27161777,-5.109963448,unchanged
KRT6A,-0.92552424,6.714931033,-1.711933465,0.099085509,0.272965431,-5.115593502,unchanged
RNF150,-0.921180873,5.346578836,-4.358485061,0.000190489,0.006530972,0.640660719,down-regulated
MTUS1,-0.920944308,5.344338752,-3.844525293,0.000721628,0.016380187,-0.631236434,down-regulated
SORCS2,0.919963466,4.542153702,2.667943596,0.013098771,0.093462353,-3.341545818,unchanged
SLC25A4,-0.919594235,7.81519789,-4.394737012,0.000173305,0.006141322,0.731277314,down-regulated
SPINK5,-0.918302623,4.594665413,-1.930414366,0.064784139,0.216293542,-4.758600484,unchanged
C3orf72,0.917230598,2.852492313,5.308991827,1.60E-05,0.001203086,3.025907061,up-regulated
PBK,-0.914024025,5.080748012,-2.632456544,0.014216157,0.097413405,-3.416082948,unchanged
CHRM1,-0.913278831,4.183599428,-2.626843056,0.014400867,0.097987457,-3.427822503,unchanged
A2M,0.912484497,7.87976343,3.033776859,0.00550422,0.058347099,-2.543442841,unchanged
SNCAIP,-0.911810993,4.955156431,-4.162115664,0.000317556,0.009576592,0.151484023,down-regulated
WNT2B,-0.909363518,5.715309275,-2.56186427,0.016708393,0.106468472,-3.562675598,unchanged
LAMA4,0.909292954,7.813207498,3.243160289,0.003296822,0.043889309,-2.065571513,up-regulated
CLDN8,-0.908722654,3.609656242,-2.28929972,0.03062846,0.146899448,-4.10600088,unchanged
SNTB1,-0.908573421,5.776923558,-3.667540969,0.001135031,0.022125627,-1.061107577,down-regulated
SYCP2,-0.908535125,3.961067021,-3.185189684,0.003803416,0.047791734,-2.199217197,down-regulated
STC2,0.906605127,7.016094078,3.316419939,0.002749113,0.038791167,-1.895321561,up-regulated
RRM2,-0.906173207,6.01947954,-2.68028095,0.012729961,0.091944547,-3.315503366,unchanged
CYP2J2,-0.905013998,4.056435797,-3.454928614,0.001944224,0.031194138,-1.569611569,down-regulated
CTSK,0.902405917,11.71131567,3.454477856,0.001946429,0.031195634,-1.570679158,up-regulated
RAB20,0.902287506,5.305009098,3.879523719,0.000659519,0.015420424,-0.545628767,up-regulated
GPR12,-0.900409556,4.069943235,-2.136233143,0.04246697,0.174386388,-4.393734861,unchanged
DEFB1,-0.899639428,5.082453302,-2.612355403,0.014887989,0.099885721,-3.458055514,unchanged
ADM,0.899590901,9.313175571,4.727025748,7.28E-05,0.0033704,1.564682434,up-regulated
TMEM56,-0.897708549,3.580546038,-3.487471812,0.001791333,0.029642241,-1.492410975,down-regulated
GADD45B,0.896610393,7.094744325,4.547491196,0.000116313,0.004657866,1.11388809,up-regulated
C2orf72,-0.896310191,3.693165972,-2.814856199,0.009292358,0.077841936,-3.027278879,unchanged
F2R,-0.895699241,7.546874456,-1.96182584,0.060821232,0.209028274,-4.704639441,unchanged
CRCT1,-0.894425417,5.41716615,-1.516535291,0.141723278,0.336231681,-5.40595615,unchanged
CNIH3,0.894067951,3.881442283,2.273767379,0.031675961,0.149544942,-4.135799059,unchanged
CHODL,-0.893632584,4.496988968,-2.020661548,0.053968079,0.19647359,-4.601865639,unchanged
TMEM178,-0.893521295,4.993249793,-2.807467018,0.009455762,0.078330992,-3.043295956,unchanged
